 	le	migliori	canzoni	le	puoi	scrivere	la	notte	</S>
a31	0.25374994	0.7391065	0.004422256	0.0005437937	8.1057064e-05	0.00031153217	0.00051387935	0.0009005915	0.00037046234
a8	0.0026622848	0.0122522395	0.9836998	0.00047198066	2.4907758e-05	0.000626555	0.00017519442	8.597574e-05	1.2241254e-06
a31	0.7591712	0.1620664	0.06119264	0.0042746896	0.00013773846	0.004228159	0.0015642272	0.007282308	8.26495e-05
a29	0.44618362	0.425101	0.0998322	0.0035475339	9.6524935e-05	0.00090709695	0.0015159531	0.022744719	7.135925e-05
a11	0.97852945	0.017360942	0.00055496074	5.9244318e-05	2.8579543e-06	6.174722e-05	4.7884034e-05	0.0032799924	0.00010285723
a31	0.9634424	0.011560238	0.00034071202	4.2453375e-05	5.204645e-06	6.2231746e-05	3.3208118e-05	0.02390563	0.000607929
a17	0.99945384	0.00025110308	7.6730816e-05	7.1758154e-06	1.9211885e-07	1.6961262e-06	6.636073e-07	0.00019585791	1.261703e-05
a21	0.9989427	0.00019034314	1.556799e-05	1.3920583e-06	8.537037e-07	6.6984617e-06	3.233274e-07	0.0007949858	4.7316935e-05
a24	0.9967146	0.0006415985	0.0006839687	2.4116258e-05	1.5915053e-05	0.00020938397	2.1912906e-06	0.0014321465	0.0002761792
a31	0.9180688	0.0009878447	0.054099645	0.0019946687	0.0011663884	0.019117698	4.12943e-05	0.002629881	0.0018936885
a18	0.3189753	0.0047108503	0.26236066	0.024739027	0.03169544	0.35262474	0.0006286551	0.0024511183	0.001814202
a31	0.7066695	0.00704364	0.24489468	0.0046740393	0.004047029	0.008853973	0.00020220301	0.017359648	0.0062552504
a8	0.15697128	0.37173972	0.2429661	0.03557489	0.092609785	0.09209324	0.00078810286	0.0031728004	0.0040841326
a31	0.088208556	0.009471635	0.25195637	0.059909295	0.36414272	0.1495662	0.004070383	0.050542302	0.022132518
a11	0.011903979	0.12351229	0.051248714	0.04580903	0.55616087	0.1488333	0.004418604	0.012298694	0.04581449
a31	0.09467385	0.027893132	0.08278337	0.042056885	0.19649982	0.045753825	0.030353138	0.3657105	0.114275485
a8	0.0036713474	0.021311335	0.038691107	0.050028678	0.45481896	0.13280126	0.0120798135	0.0564702	0.23012729
a24	0.024946548	0.020594971	0.030296648	0.033055678	0.19140914	0.04857624	0.03414133	0.50893503	0.108044416
a31	0.014301708	0.010065196	0.032471023	0.03635459	0.32696143	0.098274946	0.02085404	0.19822004	0.26249698
a37	0.004097053	0.028324798	0.035333037	0.043128707	0.26007086	0.08806172	0.013871564	0.0863848	0.44072744
a31	0.0486106	0.07097152	0.0066699646	0.008779929	0.029073592	0.0043729683	0.018711928	0.52005374	0.29275572
a28	0.0021612854	0.0049728598	0.019274628	0.023651559	0.09066102	0.041305855	0.014701309	0.11525404	0.6880174
a31	0.05604051	0.10602073	0.0051859925	0.0060129426	0.015491227	0.0022062042	0.020695953	0.5698035	0.2185429
</S>	0.0015300162	0.0021206262	0.0066382266	0.008943954	0.034425285	0.014320024	0.007099108	0.083481185	0.8414416
