 	l	anno	che	viene	mia	sorella	sta	per	sta	per	studiare	medicina	</S>
a8	0.08530127	0.7317943	0.16502409	0.017193502	0.0006344416	2.1331653e-05	2.7297965e-05	1.3988249e-11	1.26806645e-08	1.2504038e-12	2.0199184e-06	1.2537923e-07	1.5931473e-06
a31	0.037284695	0.31371298	0.42740571	0.20160058	0.019831782	0.00015561839	6.600432e-06	2.3035547e-11	1.3745294e-07	6.3968505e-12	1.8320209e-06	1.600496e-08	3.075601e-08
a23	0.078107916	0.30235183	0.49686214	0.10370444	0.018828217	0.00012918803	1.4636158e-06	2.5968566e-10	3.4304395e-07	5.2316932e-11	1.4126227e-05	2.7971421e-07	7.537986e-09
a31	0.011470846	0.8570714	0.07388255	0.056672737	0.0008271687	4.5859626e-05	2.8175802e-05	3.073257e-11	1.1470122e-07	5.1609655e-13	1.0510724e-06	9.48847e-09	2.2081476e-08
a39	0.012429196	0.928355	0.04951259	0.009437368	0.00025590224	6.5955487e-06	3.0433805e-06	4.5118212e-10	1.902529e-08	6.8909136e-12	1.3446528e-07	2.1514907e-07	9.675514e-10
a8	0.4698969	0.5157988	0.011524054	0.0027377154	2.9228608e-05	4.6907003e-06	8.321395e-06	3.8492855e-11	1.4898906e-08	2.7232882e-13	6.3046635e-08	1.5261689e-07	5.8573118e-08
a31	0.9277757	0.06699392	0.0027021137	0.002218318	8.487303e-05	4.376007e-05	0.00018079586	7.133344e-11	5.275349e-08	9.047549e-13	3.6349558e-08	4.83372e-07	3.958348e-08
a13	0.98341537	0.012324538	0.0018952925	0.0018881374	0.00035589183	9.5859185e-05	2.3416642e-05	1.9355324e-09	2.7742706e-07	6.8346336e-11	5.249161e-10	1.1242646e-06	1.011785e-09
a31	0.9964457	0.0028118037	0.0005391956	0.00019230047	3.6748522e-06	3.6050974e-06	2.374927e-06	3.6339715e-10	1.4983575e-08	3.1080366e-12	9.550457e-10	1.3332274e-06	1.3376435e-07
a46	0.993071	0.0020197243	0.0016239485	0.0029241485	0.00026669438	8.318755e-05	1.107248e-05	3.7135954e-09	1.6104909e-07	1.2409312e-10	6.5776545e-10	8.713171e-08	1.5017625e-09
a35	0.98850363	0.00509765	0.004872799	0.001249075	0.00016113941	9.5409676e-05	3.5927176e-06	9.770964e-10	1.6874246e-07	4.891482e-11	1.5297652e-09	1.2565015e-05	4.0243285e-06
