 	i	bambini	non	possono	mangiare	non	possono	mangiare	il	gelato	prima	di	mangiare	</S>
a31	0.3720406	0.25521922	0.3716213	0.0010458843	1.3197009e-05	1.7496759e-05	3.2232757e-07	2.0320696e-08	1.887447e-08	1.3282254e-08	4.1421838e-05	3.602644e-07	1.0221201e-08	1.0556691e-07
a27	0.1208637	0.53411674	0.33518896	0.00021572877	7.4660097e-06	4.8331385e-05	6.0528885e-07	8.738261e-06	1.9830763e-06	1.6573568e-10	0.009282021	0.00026512844	6.884891e-07	6.4897115e-10
a20	0.48124078	0.42567304	0.09298534	9.569263e-05	1.1870293e-06	3.6593983e-06	9.719757e-08	7.450829e-09	2.4069562e-08	2.4507672e-11	3.215069e-08	1.9325169e-08	1.1019353e-10	1.01547e-10
a31	0.48717535	0.47031045	0.042493302	1.4275334e-05	4.2531224e-07	5.973492e-06	2.301851e-08	2.7551215e-09	4.642954e-08	5.096985e-11	5.5436132e-08	1.669715e-07	4.8198806e-10	1.8694644e-09
a37	0.3059268	0.62386626	0.07020186	2.6427456e-06	4.822257e-07	1.1746913e-06	4.5662003e-09	3.3910732e-09	2.9005938e-09	1.6741368e-09	6.395463e-07	6.061224e-08	1.9613526e-09	6.448429e-10
a31	0.90996	0.08845311	0.0015821843	4.693415e-06	6.445668e-09	4.1577324e-09	2.7810703e-09	6.1398504e-11	1.0924693e-10	6.160123e-10	1.415849e-10	3.7976397e-10	1.1013831e-12	9.008438e-12
a27	0.8885701	0.10814175	0.0032857957	2.223679e-06	1.4314979e-07	2.6443836e-08	3.912238e-09	1.0997007e-09	4.38992e-10	4.3369064e-10	4.002555e-09	2.1838686e-09	2.8606523e-11	9.440343e-12
a37	0.97937346	0.014380138	0.0011567919	0.005085486	3.4160382e-06	8.218292e-08	6.79452e-07	4.995284e-09	1.4791288e-09	3.601953e-08	1.7558817e-10	1.520851e-09	2.089713e-09	5.6211123e-11
a31	0.96596134	0.028817238	0.0016922513	0.0035042465	2.3801109e-05	4.3197983e-07	6.1146613e-07	2.5550657e-08	1.3199497e-08	1.7858168e-08	7.6171486e-10	1.0909548e-08	7.8694654e-08	1.1876261e-09
a22	0.9459633	0.015606721	0.00095037057	0.03744406	1.9675022e-05	4.335733e-07	1.44736505e-05	2.0272662e-07	7.291487e-08	4.0549114e-08	3.639801e-08	6.2812654e-07	2.6932668e-08	3.3436627e-09
a31	0.52093333	0.36063755	0.04555313	0.07157457	0.00090585	0.0003412837	4.389841e-05	1.2669143e-06	2.929315e-06	1.828407e-09	2.7344882e-07	4.2037605e-06	1.5562773e-06	1.942524e-07
a20	0.7146472	0.0844234	0.011876548	0.18859266	0.0002707673	3.5961042e-05	0.00011808175	3.3618091e-06	8.124239e-06	9.366999e-06	1.2613266e-06	1.0420454e-05	2.1381109e-06	7.8430935e-07
a31	0.30169928	0.607882	0.04405129	0.039926406	0.0015767897	0.004320237	0.0002614823	5.9779563e-06	5.9675407e-05	1.2972456e-09	2.5782087e-05	0.00017180068	9.836376e-06	9.5130545e-06
a37	0.51828104	0.286702	0.08216421	0.11098756	0.0010883369	0.00048072395	9.292856e-05	9.36997e-06	4.2817697e-05	8.60203e-05	4.897409e-06	1.7502989e-05	3.0392945e-05	1.2227763e-05
a31	0.2427555	0.6527171	0.07249227	0.01779064	0.0024684586	0.0071793813	0.00041033162	2.5617797e-05	9.513665e-05	4.519654e-08	0.0016349563	0.0019851578	0.000120898425	0.00032450538
a3	0.32973456	0.4386926	0.20210569	0.02752295	0.00069386954	0.0010120362	5.2605166e-05	5.2700593e-06	3.2078206e-05	7.173185e-05	4.8861084e-06	1.04482215e-05	3.7491955e-05	2.3798768e-05
a31	0.24084891	0.56158775	0.16610351	0.010431016	0.004484297	0.006076026	0.00044762448	9.339772e-05	8.7604596e-05	1.6240301e-06	0.004912727	0.0035046989	0.00067792175	0.0007429313
a18	0.22765458	0.4567345	0.30404308	0.009933476	0.00043092715	0.00095681165	9.49386e-05	4.9002765e-06	1.5127088e-05	3.8210866e-05	8.271816e-06	1.4384444e-05	2.7416261e-05	4.338385e-05
a31	0.23968916	0.5203039	0.2094897	0.009751856	0.005631844	0.0027219043	0.00036456622	0.00015083946	5.8980644e-05	5.9718445e-06	0.005519913	0.0031143907	0.0023225022	0.0008744997
a39	0.15797687	0.36410698	0.44394994	0.023856832	0.0017889073	0.0053461436	0.0015301043	6.7748784e-05	0.00014301551	0.00010232181	0.00013364281	0.0002877513	0.00017345193	0.00053628697
a8	0.25850478	0.5526873	0.17489807	0.005901673	0.00320297	0.0007850749	0.000121927296	4.497667e-05	2.8378958e-05	1.2042276e-05	0.0010486785	0.0010842107	0.0014299875	0.00024997848
a21	0.2757557	0.5675141	0.14218464	0.0063497196	0.001766431	0.0013541476	0.00036607706	3.6664846e-05	7.6030614e-05	1.2376599e-05	0.00089395005	0.0022857331	0.00089760637	0.0005068203
a31	0.22944279	0.60415083	0.15672745	0.005003497	0.0008666734	0.0015145543	0.00019985967	1.2342442e-05	4.4740365e-05	9.477304e-06	0.0002631971	0.0007619224	0.0006121173	0.00039049654
a28	0.07125024	0.16613625	0.6768995	0.055687957	0.0048232186	0.015011399	0.0047157863	0.0003442864	0.0005871575	0.00031091407	0.0005192069	0.0008855192	0.0007665519	0.002062085
a37	0.22674073	0.56982857	0.19204041	0.004480236	0.0027201832	0.00079494785	8.5894215e-05	2.4514706e-05	1.932995e-05	2.1914526e-05	0.00030999066	0.00060282106	0.0021583776	0.00017202
a20	0.2495191	0.5966366	0.14766453	0.0029769829	0.0014537658	0.00049660215	4.8155678e-05	8.44789e-06	1.1110738e-05	1.4355606e-05	0.00012233469	0.0002958559	0.0006875308	6.4604574e-05
a31	0.2420888	0.60105157	0.1521766	0.0026842055	0.00087393745	0.00041444873	3.279124e-05	3.4905077e-06	6.2104796e-06	1.4241141e-05	4.26376e-05	0.0001280906	0.00043100375	5.196803e-05
a28	0.106120154	0.20220356	0.64844626	0.029880201	0.0028473234	0.0066737835	0.0017043655	9.512363e-05	0.00015890198	0.00014630935	0.00011724387	0.0002604262	0.00035876007	0.000987663
a20	0.26789847	0.5031636	0.19233978	0.008396835	0.0077224504	0.00085523725	0.00022959006	0.00016272193	5.721007e-05	8.947722e-05	0.0014007756	0.0023784158	0.014868273	0.00043718002
a31	0.28253123	0.5488017	0.1551956	0.004149405	0.003136595	0.0005961451	0.0001252971	3.913657e-05	3.2160027e-05	4.5361645e-05	0.00035738343	0.0011314475	0.0036829975	0.0001755102
a20	0.1149288	0.23155227	0.5556377	0.05923705	0.007997254	0.015139779	0.0067196335	0.00027709224	0.00037875463	0.00020284491	0.0003945267	0.0011282319	0.0009990826	0.005406931
a17	0.26819152	0.48330027	0.15474364	0.014272881	0.014943349	0.0012315362	0.00048078402	0.00048198222	0.00013420181	0.00026409287	0.00344957	0.0060954094	0.051501017	0.00090967957
a13	0.3167699	0.50627166	0.120346196	0.010094806	0.008770527	0.0018735447	0.00081800093	0.00032738468	0.00026723213	0.000147364	0.0023588361	0.009997704	0.021004537	0.00095233094
a31	0.26249242	0.552343	0.16482298	0.0055659493	0.003561786	0.0009827332	0.00025155608	5.1972158e-05	5.1150255e-05	7.678827e-05	0.00038490075	0.0019028175	0.006932943	0.00057893025
a13	0.11662902	0.2184493	0.472239	0.1073685	0.019625481	0.02874943	0.016191972	0.00067284453	0.0007770242	0.00031107964	0.0009540048	0.0027617896	0.0020315724	0.013238927
a28	0.26782042	0.4589702	0.115262404	0.016381629	0.018358035	0.0014038908	0.0006521673	0.0007462246	0.00021750492	0.0004691359	0.004682551	0.009538139	0.10411263	0.00138506
a31	0.28767407	0.518041	0.12067516	0.011037637	0.011056074	0.0012473612	0.0005160619	0.00030863757	0.0001520983	0.00023652962	0.0021631953	0.006847819	0.039115626	0.0009287352
a41	0.14311787	0.25272855	0.35482466	0.10804207	0.024468523	0.035242368	0.023578096	0.001114736	0.0013755913	0.00031338213	0.0017919582	0.006116227	0.0043816124	0.042904336
a8	0.26131305	0.40721247	0.066718794	0.020574123	0.024241386	0.0018088374	0.0010687347	0.0015257439	0.00046936312	0.0011115839	0.0088098	0.019149648	0.18409708	0.0018993786
a33	0.18705833	0.25306094	0.062159132	0.027223563	0.03162515	0.013469317	0.009708332	0.005011763	0.0049419464	0.00033409093	0.025446592	0.14230445	0.2265814	0.011074963
a31	0.1705922	0.24935946	0.07601039	0.035658628	0.029620262	0.016648341	0.012506473	0.0036940589	0.0039329017	0.00029964783	0.016231244	0.100534566	0.24181153	0.043100268
a20	0.066591255	0.14208965	0.222196	0.16485628	0.04055282	0.07534474	0.05901437	0.0028845896	0.0036486543	0.00039021624	0.0046187798	0.014850782	0.007310386	0.19565149
a33	0.22782661	0.39743444	0.06731761	0.019195987	0.021175478	0.0018500969	0.0010704271	0.0011358714	0.00039713376	0.00069594267	0.0069886544	0.018136373	0.23265597	0.0041193874
a24	0.21103044	0.28243008	0.04761283	0.026137218	0.028010191	0.009081211	0.0069618635	0.0044496306	0.0037017115	0.0004862354	0.021960976	0.108088695	0.2408621	0.009186829
a31	0.23299424	0.5649994	0.1450095	0.008683783	0.0065908567	0.0018791052	0.000637775	0.00016866911	0.00015647842	0.00016772033	0.0012702057	0.006956792	0.02711384	0.0033716196
a20	0.0963275	0.19457017	0.29438904	0.20407179	0.03217947	0.062096626	0.049262512	0.0020059876	0.0024109918	0.00058655255	0.0032138848	0.010272747	0.005393847	0.043218832
a31	0.17218359	0.3055841	0.057972334	0.022757677	0.029806618	0.0016531217	0.0009343594	0.0016819608	0.00029599434	0.0013521845	0.010057359	0.015340571	0.3771287	0.0032514215
a13	0.13296984	0.18554686	0.14809997	0.10899429	0.05222068	0.059346035	0.052088376	0.006332157	0.007746256	0.00029658404	0.0110819135	0.03485202	0.025234722	0.17519024
a3	0.16533525	0.31331792	0.052603822	0.022758055	0.032801583	0.0017344989	0.00097650086	0.0019442721	0.00033274695	0.0017754266	0.012332003	0.017699735	0.37382093	0.002567264
a31	0.23841305	0.43412882	0.057128347	0.019215608	0.023428954	0.0020816699	0.0012289563	0.0012592692	0.000489627	0.0007758015	0.008602819	0.023764249	0.18684402	0.0026387777
a10	0.10439176	0.17748055	0.16798298	0.12446416	0.040239476	0.057914127	0.04923562	0.003390716	0.004263782	0.00033667765	0.005978885	0.021005332	0.013596535	0.2297194
</S>	0.10661438	0.2178427	0.04284552	0.02324513	0.037732583	0.0019520011	0.0010610479	0.0023652576	0.00024488423	0.0015212845	0.01555429	0.01626656	0.52863055	0.004123816
