 	non	ci	dimentichiamo	mai	</S>
a31	0.0697162	0.9212738	0.008956489	8.2232755e-06	4.5265428e-05
a20	2.8680293e-07	0.99982625	0.00017349081	1.23696555e-08	9.633281e-12
a31	0.058798756	0.9411862	1.4961278e-05	5.415015e-08	9.920699e-08
a11	0.005210341	0.99182266	0.0029656107	1.3910503e-06	8.2476594e-09
a20	0.84882337	0.15115993	1.5467009e-05	4.3488768e-07	8.2634125e-07
a31	0.95114154	0.04885658	1.0095102e-06	7.232735e-07	2.5975618e-07
a11	0.19503081	0.8049175	4.4861285e-05	6.727719e-06	6.769353e-08
a31	0.08853605	0.91004634	0.00011035351	0.0013001302	7.1855698e-06
a18	0.020807788	0.97911865	4.8279904e-05	1.8219698e-05	7.0294254e-06
a42	0.0071864114	0.9916435	6.298966e-05	0.0011056986	1.4427238e-06
a31	0.009074214	0.98980427	0.00014238615	0.0009667509	1.2369419e-05
a18	0.0020535432	0.9937909	0.003274472	0.00080032693	8.073415e-05
a31	0.013660489	0.9754336	0.004915134	0.0059154374	7.527171e-05
a39	0.0065673827	0.884103	0.017288432	0.06477251	0.027268749
a31	0.09295543	0.64360934	0.073003285	0.1878535	0.0025783721
a20	0.011235643	0.41168198	0.026546557	0.28311762	0.26741818
a39	0.10712582	0.15170427	0.18384248	0.5534013	0.003926164
a31	0.043813672	0.29166818	0.085616924	0.5645945	0.014306701
a14	0.005885458	0.1529239	0.014509707	0.19715677	0.6295241
a46	0.05804387	0.018685587	0.15303788	0.7636927	0.0065399446
a20	0.054239973	0.036668938	0.16871396	0.7340975	0.006279673
a31	0.028884264	0.036736146	0.113076225	0.80254394	0.018759446
</S>	0.0056319037	0.111122146	0.021747397	0.24309647	0.61840206
