 	il	cibo	vuole	mangiato	appena	lo	cucini	</S>
a8	0.24887916	0.7489635	0.0011331622	0.00025790182	3.5481717e-05	0.0004740111	0.000197173	5.9561284e-05
a31	0.37305793	0.62466836	0.0019142168	4.1861087e-05	6.776321e-05	0.0001420923	4.0326155e-05	6.745269e-05
a39	0.1363088	0.85383946	0.009680723	5.2167426e-05	5.234105e-05	1.5833108e-05	4.7550246e-05	3.1308457e-06
a21	0.9489413	0.046954323	5.351597e-05	0.0001460818	1.0923354e-05	0.00021474867	0.003422913	0.00025606487
a31	0.9860166	0.00476463	6.3504017e-06	0.00010061555	1.591585e-05	0.00041423072	0.008533082	0.00014857059
a37	0.98713243	0.010882751	0.000107409716	0.0003738369	0.00035891592	0.00018207206	0.0008280756	0.00013444076
a31	0.9789858	0.0011304755	0.00010348702	0.0004912245	1.8730663e-06	0.0016829014	0.01756366	4.0575873e-05
a41	0.9899155	0.003070832	0.0002379739	0.0004529674	8.983401e-05	0.0005579102	0.005468947	0.00020607401
a10	0.30678606	0.0033287252	0.0004151495	0.015612679	5.6737306e-05	0.1876752	0.4855995	0.0005259405
a31	0.5438995	0.0034238233	0.00031123232	0.009038567	8.79441e-05	0.06164399	0.38077074	0.0008242448
a46	0.018163081	0.00031603014	7.4069954e-05	0.0011099231	5.3756718e-05	0.1119866	0.8617361	0.0065604234
a20	0.13501301	0.00938972	0.0004795925	0.0855901	0.0056239516	0.082897104	0.6751549	0.0058516385
a13	0.25673613	0.0067885267	0.00064215163	0.03691282	0.005748722	0.114333086	0.57155615	0.00728238
a31	0.07541521	0.0029753041	0.00042952364	0.018170733	0.0052711354	0.12660126	0.74991494	0.021221818
a39	0.07323095	0.03175111	0.0011252152	0.0075817746	0.0040059746	0.11930463	0.55485535	0.208145
a16	0.25203878	0.046655376	0.0046586483	0.03767721	0.031189086	0.091095425	0.53067374	0.0060117673
a13	0.04243567	0.009306871	0.0006003626	0.019566946	0.009944067	0.15486178	0.7405025	0.022781916
a31	0.04555887	0.016934594	0.00092925376	0.018812114	0.011822331	0.15675978	0.7240661	0.025116954
a37	0.04977701	0.09751983	0.002358919	0.012273412	0.0034148667	0.0680741	0.3440426	0.42253923
a31	0.18031181	0.13759653	0.02237146	0.03397238	0.03894451	0.10262341	0.47470942	0.009470459
a8	0.0056990697	0.028471092	0.0017873177	0.010414277	0.0049369433	0.049023394	0.3132879	0.58638
</S>	0.011327155	0.007576691	0.0068676653	0.0075255977	0.031053562	0.14923589	0.7745893	0.0118240705
