 	non	sapeva	dove	a	stare	</S>
a20	0.32787412	0.04043723	0.13799113	0.10888807	0.38217023	0.0026391556
a31	0.019903036	0.9743347	0.005368496	0.00014724043	7.71243e-05	0.0001693743
a37	0.104148485	0.8940577	0.0016516242	9.90606e-05	2.798514e-05	1.5083581e-05
a38	0.97417766	0.019673342	0.000114630835	0.00013618266	0.0034668983	0.002431341
a31	0.9401593	0.0031999892	0.00026979344	0.0013335642	0.046808448	0.008228977
a41	0.7590138	0.0667312	0.021073453	0.043040626	0.0468899	0.06325113
a10	0.018190881	0.00022433436	0.0017849023	0.033995796	0.942735	0.003069027
a20	0.0029829417	3.3293974e-05	0.0005088338	0.004271422	0.9920521	0.00015131877
a9	0.0016220568	8.506487e-05	0.00070623856	0.0014680374	0.9955711	0.00054757606
</S>	0.0004012802	0.00019365699	0.0068088323	0.0032504208	0.97910345	0.010242403
