 	la	macchina	vuole	riparata	dal	meccanico	</S>
a31	0.23952466	0.73559904	0.00025104167	0.023064382	0.00044561457	6.1467067e-06	0.0011091171
a33	0.004340061	0.019812383	0.0006463336	0.9751779	2.3255952e-05	1.3505556e-07	9.115454e-09
a31	0.0007596656	0.017563779	3.2948853e-06	0.98167276	5.0572913e-07	7.296764e-11	3.6629935e-08
a41	0.0055312924	0.044913486	0.00017059196	0.9493688	1.53566e-05	1.9244635e-07	2.7625015e-07
a18	0.046270363	0.06555067	7.223991e-06	0.8881701	1.3138963e-06	3.9562614e-10	3.1329617e-07
a11	0.16457412	0.099989	1.059512e-05	0.73542404	1.8409592e-06	2.6134865e-09	3.382084e-07
a17	0.78847957	0.10445762	1.4397261e-05	0.10704413	4.1691233e-06	3.2783575e-08	2.2373617e-07
a11	0.8477744	0.038839135	2.2153214e-05	0.11333196	1.8240507e-05	1.1334842e-05	2.8662662e-06
a31	0.4328825	0.17652749	0.0029930237	0.37142426	0.0017271527	0.013873404	0.00057221216
a21	0.0002469719	0.00015095592	4.3849766e-07	0.99959224	1.8456794e-06	7.620692e-07	6.9258176e-06
a31	0.14471333	0.1673544	0.0018732073	0.5009544	0.008332765	0.17586292	0.000909031
a15	7.5236996e-05	0.000416543	4.2534266e-06	0.9990866	3.0097106e-05	2.8511242e-05	0.00035873012
a31	0.028423406	0.028518166	0.0002875867	0.567317	0.00982223	0.363694	0.001937612
a11	0.001165413	0.016993219	0.0002789	0.9392436	0.0013421037	0.008848463	0.032128237
a31	0.04436649	0.023794994	0.00059515174	0.23387884	0.037806977	0.6519434	0.0076141874
a11	0.0038470614	0.039209347	0.0013436599	0.47656882	0.005109415	0.08625667	0.38766503
a46	0.09022671	0.02828936	0.0021285766	0.035730425	0.09982129	0.72807217	0.015731443
a31	0.020500401	0.014234503	0.0008118077	0.19855511	0.024487821	0.70801294	0.033397388
</S>	0.0022516018	0.016764438	0.0013544176	0.12895148	0.003409763	0.059420414	0.7878479
