 	non	ha	mangiato	mai	un	rustico	</S>
a31	0.19786444	0.47713512	0.322952	0.0019454528	9.565567e-05	3.630778e-06	3.6315053e-06
a24	0.028732555	0.9676328	0.0033773812	0.00025361805	3.5332914e-06	1.0338091e-07	2.1156858e-08
a31	0.07120145	0.9071798	0.02152927	8.009949e-05	1.0533779e-06	3.5135142e-06	4.840597e-06
a0	0.06666009	0.919815	0.013478634	4.1855466e-05	1.1363084e-06	2.5337172e-06	8.1717076e-07
a31	0.43496448	0.55928516	0.005717837	9.215088e-06	9.2891906e-07	1.8067129e-05	4.3053137e-06
a17	0.9353328	0.06413228	0.00051743246	6.3599705e-06	2.1601884e-06	8.859501e-06	8.089478e-08
a13	0.9929079	0.004159623	0.002268462	4.876204e-05	0.000107656255	0.00050741236	1.6074523e-07
a31	0.95542634	0.009107387	0.017783176	0.00073475466	0.0029388296	0.013996992	1.2424694e-05
a20	0.42390573	0.03256717	0.09571375	0.043371096	0.06734753	0.33234116	0.00475361
a31	0.42068514	0.21098846	0.12618592	0.0211057	0.030943397	0.18935724	0.00073408114
a23	0.0088061625	0.0047326526	0.036038116	0.023183608	0.030752214	0.7462697	0.15021753
a8	0.08307257	0.040876985	0.04842176	0.048199113	0.051057357	0.7196751	0.008697039
a20	0.0045353537	0.004658159	0.022646341	0.031584714	0.03222134	0.8789867	0.025367439
a31	0.00367927	0.0029889666	0.014346179	0.019098317	0.022488363	0.8714286	0.06597033
</S>	0.020024141	0.046047904	0.08855859	0.033840224	0.04989565	0.32464147	0.43699202
