 	non	deve	parlare	davanti	a	Anna	di	questo	</S>
a31	0.13399017	0.014980184	0.060179017	0.12115553	0.28109637	0.009633014	0.00057871715	0.3752971	0.0030898517
a28	1.0665362e-05	0.00049051095	0.00012467222	6.0127e-09	0.000963685	4.937609e-05	1.0443714e-07	0.99836093	6.0183595e-08
a37	0.0010943887	0.00014678593	5.6619734e-05	1.5687812e-06	0.0008368457	6.7375636e-06	1.707348e-08	0.9976708	0.00018621887
a20	0.0011843294	0.0002268692	0.00012902205	3.287152e-06	0.001968733	3.757507e-05	2.0056001e-07	0.9954169	0.0010329224
a37	0.012754688	0.0022521694	0.00081096654	1.1273423e-05	0.0036215442	2.4876066e-05	9.053087e-08	0.9677407	0.012783525
a24	0.00821113	2.0094722e-05	2.284981e-05	2.9175155e-06	0.00025457755	1.1682695e-06	9.2245665e-07	0.98586303	0.0056233294
a21	0.001980622	1.1120653e-06	3.599029e-06	9.2991e-07	9.7083896e-05	3.0839004e-07	5.850562e-07	0.99669707	0.0012187406
a28	0.006568144	1.0767496e-06	3.7536909e-06	3.1411275e-06	9.3044706e-05	1.1666269e-06	8.982696e-06	0.9800582	0.013262563
a24	0.23377182	1.7176093e-05	6.0956445e-06	0.00014611322	0.00021177012	3.9377273e-06	2.6617521e-05	0.7144568	0.051359635
a31	0.35643366	2.1463953e-05	8.617043e-06	0.00017959227	0.0004909183	1.087988e-05	6.279818e-05	0.60565686	0.037135255
a20	0.00024064822	1.1199806e-08	2.3937432e-07	3.664806e-06	4.079592e-06	4.1040632e-08	3.385744e-08	0.9996586	9.2764356e-05
a24	0.027500462	4.555578e-05	9.953238e-05	6.9751164e-05	0.003154317	0.00026444616	1.6290123e-05	0.17161341	0.7972363
a20	0.0017429289	3.2523292e-06	6.71254e-05	9.409091e-07	0.0026034992	0.00020072747	0.00014676576	0.50208586	0.49314886
a33	0.0006819268	2.3754062e-06	0.00012649964	1.1505879e-06	0.0029504378	0.00025725536	0.00013186663	0.27957717	0.71627134
a20	0.00015030263	2.4142967e-06	0.0014332092	5.289779e-06	0.016185421	0.0015279242	0.00088546344	0.5632373	0.4165727
a31	0.000113270755	1.8880286e-06	0.000579078	9.021207e-06	0.009368046	0.0015086299	0.0025566756	0.5713576	0.4145059
a3	0.001913022	0.0005231667	0.0017297652	0.00029119028	0.015063767	0.00059847935	9.386886e-05	0.5289151	0.45087168
a20	0.00155499	4.9283575e-05	0.003669927	0.0002730411	0.012250755	0.004226031	0.0045308517	0.21267252	0.7607726
</S>	0.00033116873	3.4609307e-05	0.0029332663	0.00032817878	0.01448441	0.007329597	0.009092379	0.078300335	0.887166
