 	non	avete	mangiato	mai	un	rustico	</S>
a23	0.96918786	0.026750911	0.0035812447	0.0002555794	0.00021820767	4.9618457e-06	1.1481532e-06
a31	0.8299195	0.009837498	0.15993127	0.00030720333	3.9357383e-06	2.6052584e-07	2.5713553e-07
a29	0.87385285	0.008920322	0.09918861	0.016979462	0.0010444026	1.4353889e-05	2.1065725e-08
a24	0.99044645	0.0074089277	0.0021366144	7.3707993e-06	4.963117e-07	1.9676995e-07	5.7639838e-08
a18	0.98095614	0.013076158	0.0058934675	5.6414843e-05	4.7554763e-06	1.2687754e-05	5.214306e-07
a31	0.9957539	0.0041082525	0.00013350288	1.9221131e-06	2.9897177e-07	1.9948159e-06	9.6340024e-08
a13	0.9994584	0.00042156022	9.299677e-05	1.8007044e-05	4.170057e-06	4.7374397e-06	1.2933486e-07
a11	0.9979569	0.00053857296	0.00019902825	5.2717746e-06	1.13163205e-05	0.001257502	3.147244e-05
a8	0.982592	0.00055591436	0.00035273645	3.9627106e-05	7.518692e-05	0.015457456	0.00092706794
a31	0.83976454	0.0005170854	0.0021711062	0.0005797719	0.0008402664	0.13810858	0.018018639
a24	0.76295626	0.004097527	0.045934808	0.023617268	0.009483447	0.071125075	0.0827857
a31	0.29845187	0.0015573985	0.01734447	0.0052711014	0.010082679	0.59788084	0.06941163
a39	0.24177085	0.011703841	0.036107384	0.013842186	0.02294219	0.44813904	0.22549453
a20	0.06528502	0.010560651	0.030211344	0.012511469	0.02732274	0.83127886	0.022829896
a31	0.017403098	0.0031915752	0.017372254	0.0065685837	0.018655349	0.8964022	0.040406883
a20	0.026225492	0.013459425	0.044405792	0.017194636	0.035267178	0.5897178	0.27372974
a31	0.017474486	0.036908314	0.018640634	0.008233073	0.028082514	0.86585164	0.024809383
a46	0.0033425055	0.011652147	0.051691175	0.01160828	0.03130621	0.45729095	0.4331088
a31	0.011618592	0.122439206	0.017931037	0.008674654	0.031076452	0.7817713	0.02648873
a23	0.0011921942	0.005327454	0.029546583	0.0065150997	0.020112889	0.2890595	0.6482463
a31	0.008606715	0.09802456	0.017827457	0.010743702	0.036129586	0.78539217	0.043275863
a46	0.0007584651	0.0028434808	0.018231899	0.004150831	0.013763563	0.19482647	0.76542526
a8	0.009026455	0.12189806	0.016740736	0.010429083	0.039759226	0.758672	0.043474413
a31	0.0022306887	0.016166933	0.012473267	0.0068594953	0.02602882	0.7633595	0.17288135
a38	0.00073472114	0.0016574842	0.014980773	0.0036308242	0.012580942	0.16615343	0.8002618
a20	0.008724842	0.08166002	0.01300805	0.008961216	0.03482506	0.7470366	0.10578421
a31	0.0030063787	0.030479776	0.010924261	0.0057452954	0.026574159	0.72540396	0.19786613
a20	0.0006275054	0.0010747199	0.011924615	0.0030808265	0.0109682605	0.13538513	0.8369389
a31	0.014898822	0.17153895	0.010566338	0.0069244076	0.03186759	0.64532244	0.118881516
</S>	0.00083782297	0.0010715736	0.0120532485	0.0042749452	0.012629503	0.10824341	0.8608895
