 	i	bambini	piccoli	non	si	vestono	da	soli	</S>
a8	0.65138495	0.34831807	0.00026641716	9.219037e-06	2.5363124e-07	4.3961663e-06	6.2800236e-06	3.0545138e-07	1.0151971e-05
a13	0.14730683	0.8522332	0.00036602654	2.7223734e-05	4.738562e-09	4.365556e-05	2.2822464e-05	1.315328e-07	1.2558898e-07
a0	0.3344297	0.66541666	0.0001086801	8.658525e-06	3.06092e-09	1.2180865e-05	1.7602548e-05	3.5824387e-06	2.902124e-06
a31	0.90196306	0.097900294	6.275685e-05	4.0221594e-06	7.8462634e-08	3.2317123e-05	3.3088207e-05	3.7325938e-06	6.4347853e-07
a18	0.87588954	0.1235361	0.00014986996	2.1986356e-05	2.5566317e-06	0.00025778805	0.00010667735	3.4120134e-05	1.3879475e-06
a31	0.9993218	0.0006699522	7.8092935e-06	7.433941e-08	1.8733243e-08	1.763248e-07	2.1271651e-07	5.496489e-08	5.771747e-10
a28	0.9949254	0.004490184	0.00014757933	4.662027e-05	8.764135e-06	0.0002900927	8.689038e-05	4.4456297e-06	6.4799446e-09
a20	0.9994399	0.00047164675	6.316319e-05	1.4099239e-06	5.140962e-07	8.662345e-06	1.3793432e-05	9.0376625e-07	1.6727945e-09
a31	0.9989241	0.0008910286	0.0001443224	3.209854e-06	8.8487013e-07	1.4165687e-05	1.997867e-05	2.3152809e-06	2.228403e-09
a7	0.9936772	0.0032025292	0.0014515708	3.5814803e-05	2.2299675e-05	0.0013710357	0.0001805875	5.887252e-05	1.376294e-07
a38	0.9152913	0.04554927	0.019468501	0.0025677527	0.0011520108	0.0018901635	0.0066248393	0.0074452045	1.1068546e-05
a24	0.77545357	0.048929103	0.06639391	0.0041216365	0.002618519	0.011610524	0.01906258	0.07166341	0.00014674712
a46	0.9376131	0.05393304	0.0059264735	0.00021664487	4.0827585e-05	0.0005154396	0.0007820427	0.0009681037	4.2913034e-06
a31	0.8671715	0.06712089	0.026987629	0.000747566	0.00038743767	0.003861391	0.006506779	0.027031163	0.00018562323
a38	0.753963	0.07929686	0.010588014	0.0029155314	0.00038667396	0.11493629	0.028065398	0.007349412	0.0024987855
a31	0.8086153	0.12844914	0.022708466	0.0029427377	0.0007218576	0.0062877806	0.0062473444	0.023834392	0.000192876
a13	0.16946718	0.12911949	0.016535	0.033175904	0.0037421116	0.27759728	0.0771627	0.1483054	0.14489491
a31	0.4600653	0.17655988	0.075990774	0.022161784	0.0072824666	0.013788834	0.019180926	0.2222898	0.0026802223
a8	0.021096246	0.027629126	0.023195252	0.029778775	0.009343991	0.11303476	0.080475956	0.34360534	0.3518406
a20	0.12178946	0.03876906	0.06266704	0.0076667736	0.0100299865	0.018700635	0.061086822	0.67091423	0.008375901
a31	0.08858162	0.04246214	0.03721263	0.01658676	0.0074837925	0.04761938	0.11426139	0.6207046	0.025087763
a15	0.0033366475	0.006024702	0.007006475	0.012006991	0.0044670957	0.062462915	0.046481222	0.20553902	0.6526749
a31	0.25962618	0.14724776	0.10378567	0.03464602	0.017502645	0.00931366	0.035389375	0.3813551	0.011133594
a20	0.008762647	0.011997926	0.018129775	0.016595252	0.00927571	0.03644216	0.05280976	0.34013614	0.5058506
a39	0.22116269	0.10763858	0.12377893	0.02739633	0.027447717	0.0049736886	0.028215807	0.4501653	0.009221011
a31	0.08688648	0.029490706	0.042840198	0.011757651	0.01500649	0.01828427	0.114338726	0.6651645	0.016230991
a8	0.0014297883	0.0028217786	0.0061116484	0.007482458	0.004828998	0.024239974	0.029910715	0.15775202	0.76542264
a31	0.042108856	0.014422584	0.028521094	0.007361083	0.013346536	0.011525124	0.10753539	0.75450164	0.020677691
a37	0.0013192724	0.0026208959	0.0068245307	0.0074035367	0.005817823	0.019934341	0.02908709	0.1654243	0.7615682
a20	0.19376878	0.08542393	0.12107829	0.024914155	0.027224917	0.008008065	0.054041535	0.46366096	0.021879403
a8	0.113311194	0.037664767	0.07034089	0.013158217	0.020157998	0.011325506	0.08855362	0.6144812	0.03100658
a20	0.013971053	0.006582154	0.014034017	0.0057016895	0.00975613	0.0106963385	0.10732659	0.76994586	0.06198627
a31	0.035027005	0.015318694	0.03111269	0.008443964	0.012088478	0.010256883	0.093293265	0.67965084	0.11480817
</S>	0.0027008052	0.0047148406	0.005859125	0.0066427607	0.004967323	0.015718428	0.026200393	0.1608855	0.7723108
