 	la	pasta	vuole	sale	</S>
a8	0.8212996	0.14805458	0.0022524295	0.003778565	0.024614798
a31	0.0034269076	0.99637586	6.321757e-05	1.7390737e-05	0.000116637195
a28	0.00065098266	0.99492407	0.0042107087	0.00020951053	4.780647e-06
a20	0.24178644	0.17270796	0.00038530977	0.08208022	0.5030401
a31	0.2943863	0.04041015	0.00074995693	0.36831188	0.2961417
a11	0.03544373	0.065568246	0.0007880633	0.8686014	0.029598536
a18	0.014168893	0.0017176577	0.00019779972	0.9784927	0.0054229903
a15	0.02345205	0.0012456272	0.0005655075	0.9727066	0.0020302634
a31	0.0023005363	0.00041662934	0.0010438724	0.9939214	0.0023175862
a20	0.09236682	0.004034938	0.0012942818	0.6254857	0.27681825
a6	0.00056186697	0.00069145893	0.0005583102	0.99796593	0.00022252438
a20	9.6242555e-05	0.0002611034	0.0005842171	0.9986916	0.00036683003
a21	2.8460126e-05	0.00011262598	0.00033296828	0.9988926	0.00063333055
a20	3.7587906e-05	0.00019640001	0.0005935064	0.99863845	0.00053406076
a0	3.5572913e-05	0.00017670257	0.00062715303	0.99849916	0.00066148455
a31	5.3095377e-05	0.00030345836	0.0014840087	0.9973079	0.0008516132
a39	0.00036105115	0.0021375434	0.0007737683	0.92680615	0.06992148
a31	0.00035960387	0.0010037373	0.013300593	0.98399115	0.0013449999
a35	0.000172476	0.002141679	0.0022293525	0.9206742	0.074782215
</S>	0.0010884074	0.00218134	0.076585166	0.91509426	0.0050507174
