 	sta	seduta	nel	giardino	nel	giardino	</S>
a33	0.9721521	0.004894804	0.022939375	4.9524505e-07	1.0005574e-05	4.9584137e-09	3.2434466e-06
a31	0.92693645	0.011085594	0.061973907	3.539016e-09	3.5795297e-06	4.7905766e-11	4.2300368e-07
a20	0.4830578	0.038040325	0.47519422	1.4810767e-05	0.0036923904	1.5841563e-09	4.2557187e-07
a31	0.74050874	0.2519659	0.0075247562	3.750296e-09	6.2418894e-07	5.856868e-12	1.10694005e-08
a20	0.7447454	0.11623838	0.13798879	2.1857093e-06	0.0010252165	1.05993776e-10	5.447789e-09
a38	0.7819984	0.21401204	0.003989241	9.1987157e-10	2.8924336e-07	1.1561439e-12	5.5326654e-10
a31	0.88130933	0.11435284	0.0043351273	3.6941357e-09	2.7346389e-06	1.7859396e-11	7.083486e-10
a29	0.5162362	0.36689237	0.11680837	1.8821984e-06	6.1140956e-05	1.4736071e-08	1.1324794e-08
a20	0.11542444	0.6217558	0.25541958	8.4093066e-05	0.007315576	2.7811515e-07	1.9108103e-07
a31	0.09632638	0.58836365	0.3104402	3.6816396e-05	0.004832672	1.729342e-07	8.1134374e-08
a20	0.30486584	0.61518115	0.07514433	0.0034772705	0.0013193485	3.687902e-06	8.321538e-06
a46	0.058900114	0.5336755	0.38015822	2.6164778e-05	0.027239189	8.282071e-08	7.8168813e-07
a31	0.008755025	0.93876094	0.048909564	0.00012503729	0.0034442723	3.1219187e-07	4.9577443e-06
a20	0.06595169	0.16603339	0.68353933	0.060420442	0.024021814	1.2194349e-05	2.1069041e-05
a31	0.024456892	0.8078137	0.1540305	0.00046850255	0.013099823	6.6627115e-07	0.00012992648
a39	0.019722441	0.12441249	0.8037629	0.0177677	0.033947088	3.367194e-05	0.0003536192
a0	0.018037444	0.87997067	0.08588826	0.003094026	0.011928118	2.4205585e-05	0.0010571723
a20	0.008976777	0.8708702	0.0937478	0.004624839	0.021367667	1.519832e-05	0.0003976924
a23	0.006746054	0.867856	0.09885424	0.0077081756	0.018557925	3.485032e-05	0.00024271774
a31	0.008143498	0.7472509	0.19657281	0.011986284	0.035650566	4.6426143e-05	0.0003494872
a20	0.007832171	0.030356351	0.92419595	0.012126576	0.025333852	4.814597e-05	0.00010685888
a31	0.012035999	0.86486065	0.07523999	0.033940956	0.013154771	0.00044835097	0.00031914448
a46	0.022812607	0.15075344	0.73833346	0.007835682	0.077507295	0.00021845679	0.002539118
</S>	0.010045666	0.9132634	0.023271585	0.03996559	0.010823231	0.0021457023	0.00048483553
