 	lui	sapeva	che	oggi	fa	freddo	fa	freddo	e	non	ha	fatto	il	bagno	</S>
a31	0.27384096	0.29670393	0.2455726	0.18254122	9.432985e-08	0.0011440647	8.099347e-09	5.3067374e-06	1.4560742e-05	1.0625811e-06	6.5145224e-07	0.00016422209	5.671643e-06	4.183603e-06	1.4466808e-06
a10	0.001486645	0.9927337	0.005663362	7.596367e-07	2.6642205e-10	3.069135e-08	1.5210884e-09	7.513829e-08	8.318626e-05	1.4774064e-06	1.2591886e-08	3.0503916e-05	4.6600444e-08	1.2247621e-07	4.197629e-11
a39	0.8443852	0.14425544	0.003830974	0.0060768686	6.162292e-10	4.638079e-05	5.0034183e-12	2.2273596e-07	8.5284875e-05	2.752281e-06	1.1347611e-07	0.00037451016	2.8964325e-05	0.00091019773	3.0509516e-06
a31	0.89546436	0.07951451	0.0045574415	0.015854042	1.0615514e-09	0.0003780508	5.81541e-11	3.5960268e-06	0.00090502104	4.0134542e-05	1.1677974e-06	0.0005837863	5.151579e-05	0.0026262868	2.004517e-05
a21	0.95854294	0.032561097	0.004558416	0.0040254244	6.039341e-10	3.1596126e-05	5.6380967e-10	1.0202418e-06	0.00012146179	3.0524134e-06	5.777996e-08	0.00014943206	1.3140574e-07	5.257721e-06	6.907592e-08
a31	0.99233174	0.004800928	0.00032103105	0.002473561	5.637814e-11	4.2691513e-06	3.82252e-12	1.0043722e-07	4.0722025e-05	6.483765e-07	1.0330219e-07	1.7805343e-05	1.363927e-07	8.971841e-06	2.5475961e-08
a21	0.9843828	0.008998892	0.0027219637	0.0036757009	2.572754e-09	1.9606503e-05	1.1923093e-09	2.0763302e-06	8.0352474e-05	1.6568289e-06	9.339989e-08	0.00011218516	1.6055634e-07	4.385061e-06	2.9155919e-08
a31	0.99652004	0.0012386093	0.00010220877	0.0020864243	4.834459e-09	2.9679188e-07	1.3963126e-10	9.279612e-08	5.5581995e-06	4.8899e-08	2.015962e-07	2.116027e-05	5.5713474e-07	2.4845021e-05	3.9866077e-08
a28	0.94610834	0.031176422	0.009644843	0.008948224	6.219471e-08	1.0543648e-05	3.8175365e-09	2.257381e-05	0.00046819964	3.161035e-06	1.8035166e-06	0.0034289586	2.3542096e-05	0.0001614602	1.8841266e-06
a31	0.8738867	0.07152848	0.01049016	0.031430893	2.716618e-06	7.5197494e-07	2.2762823e-07	5.626218e-07	8.194367e-06	8.4922976e-07	3.3065605e-06	0.00078194775	0.00016654283	0.011249546	0.00044913118
a37	0.94544786	0.01819113	0.003574985	0.011906399	1.616737e-06	2.565162e-06	2.2166475e-08	6.7745764e-06	0.00015536477	1.5582194e-06	7.0269657e-06	0.020406565	0.000114885705	0.00015490939	2.8399945e-05
a31	0.13178776	0.18185253	0.18977465	0.04733373	2.3676726e-06	5.909111e-06	4.0485443e-07	2.405292e-05	0.00020627177	0.00012938908	0.0001410921	0.10080557	0.03382599	0.25472975	0.059380528
a6	0.38655162	0.05531797	0.041255947	0.12736507	0.0003622634	4.7009755e-05	1.0121317e-05	3.510568e-05	0.00024034198	3.3917964e-05	9.3355884e-05	0.35929197	0.0018707296	0.0027010252	0.024823532
a31	0.028468698	0.028037999	0.22206753	0.018776122	9.472431e-06	3.052741e-05	1.1251327e-06	0.00012020264	0.00038041323	0.00036542575	0.00028479585	0.47091255	0.07751698	0.104081355	0.04894687
a20	0.07812919	0.01802235	0.22169696	0.09386076	0.00029293835	0.00021462096	9.233299e-06	3.2563046e-05	7.3116986e-05	2.6876083e-05	3.328186e-05	0.53712744	0.002353535	0.0005981261	0.04752909
