 	li	vestono	i	genitori	</S>
a31	0.0029026878	0.69900334	0.2965318	0.00014591058	0.0014162688
a46	0.0046905535	0.99477404	0.000527323	8.0235795e-06	1.40034295e-08
a18	0.005879775	0.8957707	0.095505215	0.0006300848	0.002214181
a35	0.033910364	0.7866976	0.13604105	0.023339888	0.020011174
a15	0.034333974	0.8698299	0.071155846	0.017329095	0.007351273
a39	0.096832596	0.53955567	0.21830058	0.14037777	0.0049333354
a31	0.048393194	0.050819386	0.12736244	0.7615377	0.011887276
a11	0.0063757915	0.76701164	0.17068769	0.053336576	0.0025883212
a20	0.0020173916	0.0038066928	0.023289112	0.9680489	0.0028378868
a31	0.0014812758	0.0039035615	0.015041513	0.977081	0.0024926295
a39	0.00073441066	0.5385317	0.15359055	0.27447584	0.03266752
a20	0.0002230881	0.016461592	0.07791506	0.9048646	0.00053562544
a46	0.00027665726	0.060315892	0.084841475	0.85299414	0.0015718285
a31	0.00018165194	0.14020245	0.12584524	0.7303514	0.0034193194
a15	0.00012099932	0.64336157	0.14882363	0.14424488	0.06344887
a24	0.00015454275	0.067703694	0.08850287	0.84144056	0.0021983702
a20	0.00025242651	0.07997371	0.10480065	0.8120682	0.002904936
a31	0.00036344692	0.10664924	0.11853153	0.7694293	0.0050263917
a13	0.00026790015	0.2985624	0.27984846	0.25286928	0.16845192
a46	0.0014388388	0.04407705	0.10396858	0.84652513	0.0039904173
a14	0.0017847172	0.06855011	0.10657197	0.8098523	0.013240909
a20	0.0011773524	0.03364542	0.10248594	0.84709984	0.015591475
a31	0.0019948417	0.032084096	0.09299242	0.85700953	0.015919099
</S>	0.0002833486	0.098650545	0.18077752	0.28542024	0.4348683
