 	vestita	la	figlia	l	avevo	portata	alla	chiesa	</S>
a31	0.31715527	0.65530574	0.0035178026	0.00035507846	0.023664735	4.926921e-07	1.0975695e-10	1.291395e-09	9.5168076e-07
a16	0.9033173	0.09635356	0.00017647576	0.00013755288	1.5080375e-05	1.9694445e-10	1.3929551e-12	1.1317175e-08	4.0643396e-08
a31	0.22183998	0.7675818	0.00031083458	0.0004496872	0.009817704	1.2342567e-08	3.601075e-14	5.8265497e-12	1.2150135e-10
a24	0.34842533	0.65057343	7.360666e-05	9.08335e-05	0.00083689205	1.3628494e-08	8.264117e-12	6.8355724e-11	2.6776772e-10
a28	0.41768736	0.540131	7.829011e-05	0.00060792844	0.041495427	3.1477323e-09	7.786266e-14	1.9864634e-11	2.0232847e-10
a31	0.6198069	0.36943316	0.0003271327	0.00019712227	0.010235649	7.343227e-08	6.608512e-13	9.127335e-11	3.0469455e-12
a41	0.9331549	0.06276465	0.00025164444	0.00040982332	0.0034188556	8.778496e-08	5.146108e-10	5.015478e-08	1.9013319e-11
a31	0.053891893	0.07908059	0.059699956	0.3015724	0.5057309	2.3927407e-05	2.1411875e-08	3.1916034e-07	8.578569e-09
a28	0.2735491	0.034640018	0.013585324	0.16256885	0.51555943	9.5630145e-05	2.1491925e-08	1.4695646e-06	1.1940841e-07
a20	0.15292451	0.084078714	0.03649556	0.5710362	0.15545551	1.1118885e-06	3.683563e-08	6.8360214e-06	1.5045387e-06
a46	0.048900325	0.0045248508	0.017359443	0.91465455	0.014490684	2.877742e-07	2.1044341e-08	5.650419e-05	1.3264511e-05
a11	0.1316863	0.0136676105	0.016252156	0.83238655	0.0058807125	3.6692477e-06	1.8799048e-07	9.53628e-05	2.7505166e-05
a46	0.7387341	0.0625464	0.00969464	0.18687958	0.0021093118	6.010893e-06	2.33683e-07	2.0470909e-05	9.222439e-06
a31	0.647453	0.064226896	0.0082731005	0.27650148	0.0033305017	8.513628e-05	1.8699255e-06	7.050531e-05	5.757972e-05
a17	0.05551229	0.041408177	0.00048226092	0.11585815	0.78607994	0.0006452035	9.412537e-06	2.0075067e-06	2.59449e-06
a31	0.78835934	0.14092007	0.009478468	0.05762416	0.0031008578	0.0003519076	2.5390632e-06	7.75718e-05	8.508391e-05
a20	0.018362528	0.060877938	0.0010199258	0.048417214	0.87060905	0.0004409909	0.00023261292	8.590069e-06	3.114069e-05
a31	0.65925556	0.18284497	0.03457604	0.10381436	0.012164482	0.0045346543	3.889719e-05	0.0020485518	0.00072244514
a13	0.021723378	0.05365386	0.0066977995	0.092418216	0.8224509	0.0013336047	0.00062037364	0.00014573373	0.00095620786
a18	0.48784325	0.15857644	0.10680661	0.17832886	0.021798387	0.025217986	0.00019527168	0.019410644	0.0018224728
a13	0.55259186	0.095894106	0.078184575	0.1621758	0.08183622	0.015021862	0.00020421062	0.011070704	0.0030206419
a31	0.4915506	0.11523504	0.037410196	0.22533712	0.114431754	0.007902413	0.0002668013	0.005811407	0.0020546548
a18	0.021934995	0.053622663	0.009338932	0.11118219	0.7967273	0.0021051178	0.0013019742	0.00033354273	0.0034533266
a3	0.5018134	0.087906234	0.16273764	0.091931686	0.016464692	0.08532304	0.0008694003	0.050760157	0.002193762
a0	0.5119743	0.08214009	0.11811421	0.13813363	0.060684998	0.04864453	0.0007353333	0.036426958	0.0031459806
a20	0.4501408	0.08101966	0.112189084	0.17414224	0.092078954	0.03911046	0.0010681936	0.04333714	0.0069135125
a31	0.46157297	0.08388939	0.109588556	0.16567479	0.08748443	0.038921364	0.0013582507	0.04361007	0.007900179
a13	0.0554376	0.13707179	0.03760946	0.18199249	0.55192804	0.0076274876	0.0044699046	0.0014242082	0.022439053
a31	0.42904213	0.05726233	0.17510694	0.077110685	0.010645602	0.14260118	0.0028867996	0.10262943	0.0027149534
a20	0.10621859	0.14541362	0.08658543	0.21960843	0.31834945	0.016772788	0.0020874063	0.008424048	0.09654026
a13	0.32643068	0.03819276	0.20760697	0.070317544	0.0044060093	0.18765496	0.005017665	0.1577178	0.0026555944
a20	0.3798175	0.040252633	0.19267295	0.098674804	0.012182229	0.13728753	0.002848502	0.13193057	0.00433338
a31	0.38721147	0.04247747	0.182254	0.11677122	0.016441764	0.10783003	0.0027565472	0.13516948	0.009087991
a17	0.07442281	0.10627108	0.0752733	0.23129426	0.28851518	0.012780318	0.0020332339	0.008899003	0.20051087
a20	0.31533143	0.029139632	0.18121383	0.06828384	0.004401038	0.19186981	0.008781974	0.1972842	0.003694256
</S>	0.30975553	0.028949136	0.16690755	0.10729722	0.011733175	0.13956104	0.0053582033	0.22128387	0.009154239
