 	non	ho	cosa	a	fare	</S>
a8	0.14525327	0.06908847	0.021548225	0.49038154	0.08606271	0.18766567
a31	0.10595661	0.7228008	0.124241926	0.04595648	0.00011703807	0.00092720275
a37	0.0434913	0.45203662	0.34226143	0.15479654	0.007160813	0.00025322748
a11	0.30180636	0.08452726	0.0027700146	0.09384638	0.31607783	0.20097221
a13	0.2584823	0.010444376	0.00023663498	0.0043853526	0.48524332	0.241208
a20	0.6263239	0.0020103906	4.6057394e-05	0.0015794582	0.28129864	0.0887416
a31	0.7099724	0.0009121517	4.2925134e-05	0.0013205232	0.17568521	0.11206681
a8	0.031330008	0.0020127525	0.0006407978	0.0022754506	0.04080423	0.92293674
a31	0.20804085	0.0029215552	0.00095736247	0.20311037	0.52851075	0.05645912
a46	0.06250158	0.009651797	0.00494886	0.37514684	0.4220877	0.12566324
a8	0.015462327	0.0015929932	0.0021298195	0.10970158	0.8660702	0.0050429893
</S>	0.0046851067	0.00248267	0.005607734	0.13661511	0.82142717	0.029182296
