 	ora	che	loro	non	vengono	più	</S>
a39	0.97084564	0.016680563	0.012395893	7.382592e-05	3.471392e-07	2.8031836e-06	8.704918e-07
a20	0.6950451	0.2730347	0.025114248	0.006804141	5.1090655e-07	1.3361691e-06	1.6772235e-08
a13	0.64329404	0.35562623	0.00021807177	0.0008585253	1.2799139e-06	1.6747375e-06	3.8770217e-08
a17	0.8531378	0.14675736	4.002519e-06	9.958688e-05	1.1048805e-06	1.8926106e-07	5.0623816e-09
a39	0.97317207	0.026815193	1.5791085e-07	1.1848891e-05	8.0720804e-07	1.947403e-08	6.4348954e-10
a8	0.9959507	0.004046822	1.8032485e-07	1.7009603e-06	5.4477124e-07	1.27222775e-08	2.3580382e-10
a31	0.9989182	0.0010812123	2.6980572e-07	1.5397086e-07	2.8637172e-07	2.5400952e-09	9.5706436e-11
a15	0.98773175	0.012256763	2.2816823e-06	8.009959e-06	7.037348e-07	5.5394355e-07	1.0687091e-09
a38	0.9982982	0.0016930628	7.1427075e-06	5.9214193e-07	8.9756e-07	1.5304497e-08	3.5882647e-10
a31	0.99621105	0.0037662836	2.0717038e-05	1.0225242e-06	7.742222e-07	1.5065916e-07	2.0520599e-09
a13	0.9904676	0.009509403	2.0171408e-05	2.1668136e-06	4.9318e-07	2.6835116e-07	1.0201685e-09
a20	0.96866935	0.03048421	0.00012671706	1.4721707e-05	2.1495046e-06	0.000698459	4.3570226e-06
a7	0.94791996	0.04978919	0.000115039766	6.3478938e-06	1.2202377e-06	0.0021624344	5.840708e-06
a11	0.9468216	0.051118657	0.00014864486	5.589756e-06	8.361608e-07	0.0019008378	3.8091493e-06
a24	0.91749656	0.069431186	0.00040091953	1.2871422e-05	2.3435014e-06	0.0126402415	1.5785217e-05
a15	0.92552114	0.063903086	0.00054095045	1.6908214e-05	1.6739037e-06	0.0100046545	1.1593006e-05
a24	0.89510834	0.07167688	0.0020868045	6.760105e-05	6.3986577e-06	0.031020304	3.3614e-05
a31	0.8848314	0.07108356	0.0034533332	0.0001268339	1.0883761e-05	0.040449943	4.4040746e-05
a0	0.9252146	0.044597063	0.021796813	0.0078035616	0.0002371182	0.00029889084	5.2089646e-05
a18	0.69462675	0.12036065	0.058394197	0.0024017976	0.00047901366	0.12357196	0.00016565988
a31	0.39174825	0.06681263	0.059909187	0.0025345394	0.00051002245	0.47719267	0.0012926804
a38	0.85535854	0.058005225	0.021818424	0.028455421	0.00274956	0.024064783	0.009548157
a31	0.1744964	0.06852432	0.14899229	0.0049284697	0.0044406746	0.5967569	0.0018610061
a20	0.39131054	0.04861653	0.021036237	0.027202515	0.004014966	0.34841242	0.15940686
a31	0.07846449	0.048572272	0.13652293	0.005289516	0.01170804	0.71650743	0.0029353262
a35	0.08226729	0.019121233	0.011666091	0.010833449	0.0018029351	0.59359175	0.28071716
a31	0.035261836	0.030350618	0.1456999	0.0041624084	0.018869981	0.7618609	0.0037942703
a18	0.023050323	0.0068590194	0.004774309	0.0042189104	0.000898233	0.47599614	0.48420307
a31	0.039649874	0.034671407	0.15005507	0.005007582	0.026084812	0.74053085	0.004000541
a46	0.022319978	0.00749178	0.0061430885	0.004124086	0.0008205006	0.51312995	0.44597065
a39	0.038415067	0.03700971	0.1912696	0.005956817	0.041621648	0.6822943	0.0034328266
a31	0.024199242	0.018266844	0.079042725	0.0028081585	0.009689677	0.85576445	0.010228932
</S>	0.014366073	0.0045174942	0.0027777487	0.0029891464	0.00064396363	0.37320387	0.6015017
