 	ho	finito	di	scrivere	</S>
a38	0.99225086	0.002123323	0.0027505476	0.0026563366	0.0002188986
a31	0.99194217	0.007878607	6.0642215e-05	0.000114523296	4.1828484e-06
a15	0.10988663	0.86537546	0.02396816	0.00076928636	3.6563335e-07
a18	0.99687505	0.0029564556	9.00158e-06	0.00015078927	8.7083035e-06
a31	0.997191	0.0025187891	1.9422456e-05	0.00026524535	5.6206604e-06
a37	0.9910426	0.002544579	0.0002683617	0.0060375365	0.00010693409
a31	0.959194	0.0018884965	0.0004471305	0.03816489	0.00030556347
a0	0.989604	0.0023723557	0.00031857975	0.006095122	0.0016098229
a31	0.03686379	0.0060103736	0.07656847	0.87308675	0.007470592
a18	0.19681172	0.0097773075	0.05184235	0.45083013	0.29073852
a31	0.0043397504	0.0019339896	0.5889609	0.39887023	0.0058951494
a39	0.008964027	0.002238465	0.1009502	0.4551868	0.43266052
a20	0.0019303467	0.0032940088	0.83395314	0.151203	0.009619452
a31	0.002111589	0.0041032718	0.65619767	0.32177892	0.015808566
a8	0.0046001286	0.00074515695	0.02534894	0.441831	0.5274748
a20	0.0027197541	0.023938233	0.6806643	0.25435707	0.038320735
a31	0.0012787088	0.006433957	0.501339	0.42933154	0.061616812
</S>	0.0017773276	0.0004999046	0.020384053	0.3239486	0.6533901
