 	voglio	che	Maria	è	di	venire	domani	</S>
a8	0.073226325	0.91271096	0.014049742	6.757217e-08	1.0631994e-05	2.03095e-06	5.0173323e-09	1.9446249e-07
a20	0.033431657	0.9470826	0.019440208	6.6866392e-09	4.5583707e-05	5.4861587e-08	1.0191808e-11	2.8301471e-08
a8	0.020268597	0.9629108	0.016797066	4.1744337e-09	2.3504157e-05	1.3821203e-07	3.0245365e-11	3.2279328e-08
a20	0.0972346	0.88179624	0.02083909	6.615672e-08	0.00012863088	1.3435902e-06	1.5739379e-10	2.6734934e-08
a31	0.5656746	0.42842382	0.0055063567	1.1791276e-06	0.00037978843	1.4139826e-05	2.6086619e-08	1.1353762e-07
a28	0.42458934	0.5459258	0.019228002	1.0161162e-05	0.009333789	0.0009125597	3.076774e-07	8.421746e-08
a31	0.87941605	0.117082775	0.003420738	1.8700932e-05	5.4802735e-05	6.7522233e-06	8.4210306e-08	1.24761765e-08
a18	0.24948423	0.3746277	0.080600806	0.00015403946	0.28778654	0.007340314	5.649832e-06	7.260663e-07
a31	0.92038006	0.07297144	0.0052116606	6.720684e-05	0.0011762509	0.00018002644	1.2733303e-05	5.8669457e-07
a3	0.103020854	0.18568502	0.036512535	2.3890076e-05	0.6720591	0.002689118	8.729359e-06	7.688495e-07
a31	0.626052	0.2758054	0.04539993	3.280429e-05	0.046092276	0.0060595563	0.00040017487	0.00015786686
a18	0.0647277	0.077529445	0.013092518	3.4309902e-05	0.8320742	0.012072164	6.0719525e-05	0.0004089042
a31	0.11545946	0.54543555	0.12927097	2.0828105e-05	0.17259791	0.02974656	0.0058726785	0.001596077
a17	0.011769285	0.06281165	0.0132687045	0.00010990536	0.6703143	0.19038607	0.0005493419	0.050790757
a20	0.05669424	0.37420753	0.07001211	5.7828223e-05	0.4168438	0.068289004	0.009969254	0.0039262506
a31	0.04250102	0.186865	0.035069246	4.835528e-05	0.6123802	0.09122341	0.0077148513	0.024197858
a20	0.006269372	0.077359624	0.015611515	0.00037384668	0.25105718	0.36809552	0.0027652285	0.2784677
a31	0.023114525	0.35968253	0.05738539	0.00043111856	0.20814942	0.28534344	0.056577343	0.009316313
a20	0.0027637642	0.040548664	0.0117990505	0.0003066538	0.13372977	0.31080326	0.0034530153	0.4965959
a46	0.024838867	0.3062019	0.042666532	0.0012259955	0.117715664	0.41310364	0.08802373	0.0062237084
a31	0.024603846	0.162527	0.025603479	0.0009968597	0.20025355	0.41235825	0.10452102	0.069135986
a46	0.0011250746	0.021152776	0.0071475264	0.000274887	0.06951528	0.17811294	0.0031904378	0.7194811
a8	0.04006856	0.16754407	0.027449304	0.004277861	0.07498546	0.41016743	0.24910152	0.026405796
a39	0.0147728855	0.07075833	0.01697204	0.0011144063	0.15797408	0.3716112	0.2374631	0.12933394
a31	0.010139962	0.06488773	0.01354193	0.00074163644	0.11935125	0.36764947	0.14370815	0.27997985
</S>	0.0016800871	0.028376872	0.009826181	0.0005812442	0.04699313	0.09237233	0.005662145	0.8145081
