 	se	si	era	vestita	la	mia	figlia	l	avessi	portata	alla	chiesa	</S>
a31	0.19194087	0.6099339	0.182416	0.01437618	0.0010785034	0.00017775624	6.80102e-05	6.9966777e-06	1.057559e-06	5.6224647e-10	6.92113e-11	6.1558075e-10	7.453819e-07
a24	0.008336349	0.981482	0.009996509	0.00017757567	6.158123e-08	8.0864487e-07	3.6773429e-09	6.556758e-06	1.4119676e-08	9.098112e-12	1.206303e-10	3.035131e-08	2.3719547e-08
a28	0.28144	0.14682345	0.45774963	0.111400194	0.0018908617	0.0006825833	2.4849546e-06	8.221725e-06	2.630612e-06	1.2699086e-08	1.7368263e-11	4.243548e-09	1.1363906e-08
a39	0.51895756	0.08985221	0.28932306	0.09531696	0.004915479	0.0016278581	2.6279463e-06	3.7047298e-06	6.2435396e-07	1.18318155e-08	6.0755757e-13	1.8296372e-09	8.970337e-09
a17	0.7899931	0.042376596	0.11322929	0.050597385	0.0028262853	0.00097263465	3.179251e-06	1.189768e-06	2.1819197e-07	2.4861418e-08	1.1538098e-13	8.103741e-10	4.2688492e-10
a31	0.9765554	0.004374093	0.0036512197	0.0035851689	0.009923232	0.001906032	3.525068e-06	1.0772814e-06	2.7263587e-07	5.559883e-09	1.4616174e-14	1.2181169e-10	1.4697604e-11
a20	0.9787771	0.008322136	0.002866871	0.0030262468	0.0059624184	0.0010434315	6.8338767e-07	9.481105e-07	2.8307926e-07	2.1964788e-09	1.7349711e-13	5.218152e-09	7.365123e-12
a31	0.9625604	0.0016412959	0.0075953975	0.0014083468	0.026287459	0.000431711	6.504877e-05	6.9985585e-06	3.360899e-06	5.3570246e-09	5.585758e-12	3.8213852e-10	6.904602e-11
a17	0.90983456	0.015670342	0.017005684	0.0030941863	0.051274296	0.0029421693	7.900765e-06	0.00016156488	9.288297e-06	6.7081474e-09	4.6563235e-12	1.3619202e-09	1.05137066e-10
a8	0.8453395	0.029833846	0.094278805	0.01256558	0.01319436	0.0042381845	0.00034347552	0.00019589308	1.0288829e-05	2.8564612e-10	2.5531988e-11	2.8405994e-08	7.2794066e-08
a31	0.883869	0.06181605	0.050697427	0.003206022	0.00021975602	0.00017435601	2.286047e-06	1.3276968e-05	1.7140177e-06	2.1589995e-11	9.1995534e-12	2.9971226e-09	5.7875305e-08
a8	0.2984251	0.037103917	0.5633049	0.06793571	0.021288546	0.009650783	0.00014079688	0.0020910972	5.0989845e-05	4.857964e-07	2.3090134e-07	2.1336957e-06	5.193014e-06
a24	0.6893674	0.1565023	0.12073808	0.027911393	0.0013805096	0.0029894833	6.255523e-05	0.00087488646	3.913953e-05	5.811302e-09	5.1674937e-10	5.8106293e-06	0.00012833552
a31	0.35731962	0.23099945	0.2837786	0.052811462	0.032954466	0.028686848	0.00016574371	0.012987692	0.0002268626	2.5518437e-07	1.4632129e-08	1.4555966e-05	5.4341195e-05
a20	0.15478016	0.01925397	0.7067216	0.09933421	0.01205371	0.005353027	0.0008407967	0.0013846367	0.00026280337	4.9355444e-06	1.9858314e-06	1.7939741e-06	6.4537717e-06
a31	0.6735759	0.118422344	0.14116931	0.062119413	0.0014722445	0.0016925872	0.00025940084	0.0003422955	4.101019e-05	1.5672341e-06	4.9498045e-08	0.00011584826	0.0007880582
a41	0.14282708	0.031163456	0.51577044	0.16930123	0.047765855	0.04280838	0.017915681	0.024647621	0.0074732048	3.5595636e-05	6.888431e-06	3.8897466e-05	0.0002456809
a31	0.7005568	0.15264554	0.08510682	0.051827956	0.0022826733	0.001975182	0.001024279	0.0011010173	0.00024607094	1.670965e-05	3.0428978e-07	0.00067259313	0.0025440594
a13	0.067865774	0.018153658	0.39690372	0.21573539	0.0904095	0.08855266	0.035075516	0.06414896	0.022030437	0.00010027773	2.4091914e-05	0.0001714489	0.00082857517
a37	0.58535177	0.09098161	0.16456708	0.14418416	0.005178883	0.003720507	0.0026162937	0.0010017917	0.0003662667	7.792845e-05	2.2572988e-06	0.0011284682	0.00082301075
a8	0.6407354	0.08694447	0.15140453	0.11047453	0.0037824085	0.0029708345	0.001506988	0.0008976283	0.0002729111	4.119709e-05	1.7399342e-06	0.0005031389	0.00046420158
a39	0.5574926	0.23489285	0.115616925	0.05809073	0.009458294	0.0075241653	0.0031054032	0.007831658	0.0026132267	3.2319764e-05	1.8046745e-06	0.00061511993	0.002724877
a20	0.5005748	0.16555272	0.1895756	0.11280762	0.009150737	0.009679134	0.0021683415	0.0058873603	0.0017871538	4.4416312e-05	5.2679893e-06	0.00088015245	0.0018865955
a24	0.5716957	0.14571297	0.16693014	0.09991095	0.005304194	0.0043849275	0.0015265256	0.0023234976	0.0008611211	6.735771e-05	7.646132e-06	0.0006387151	0.00063627114
a18	0.6040317	0.13704579	0.1701556	0.08142251	0.0030128756	0.0023607255	0.00051437033	0.0008358144	0.00030503172	3.2219814e-05	4.1607727e-06	0.00016443664	0.00011473968
a23	0.63088095	0.13791412	0.15951276	0.06549094	0.0025731027	0.0015479594	0.0007019708	0.0006858444	0.00033489653	4.4103064e-05	5.2186538e-06	0.00017426025	0.00013391268
a24	0.61909425	0.22473487	0.10537823	0.042641554	0.0029829773	0.001611688	0.0010630697	0.001090892	0.0007596772	5.6256446e-05	5.239995e-06	0.00029329924	0.00028800784
