 	lo	ho	finito	di	fare	</S>
a8	0.9453183	0.054198675	9.506453e-06	0.00021391879	1.5015546e-05	0.00024464753
a31	0.10978228	0.890161	4.0606876e-05	1.46755365e-05	3.6659596e-08	1.4591767e-06
a20	0.09688257	0.89408094	0.008449192	0.0005783401	6.942245e-06	2.0379257e-06
a24	0.68766606	0.31232527	1.9013847e-06	1.1968518e-06	7.0995236e-07	4.8536895e-06
a18	0.91570795	0.08421277	6.380072e-06	3.813116e-05	1.3282156e-05	2.1512917e-05
a31	0.99809045	0.0019021024	1.7465602e-06	4.0359137e-06	9.590021e-07	6.330009e-07
a20	0.9635692	0.033050578	0.00023198231	0.0027675072	0.00028819527	9.243904e-05
a10	0.9969199	0.0027044574	4.3038806e-05	9.706088e-05	0.00023251475	2.9566274e-06
a20	0.99271566	0.0062599876	5.080411e-05	6.72049e-05	0.00090277207	3.571917e-06
a7	0.9549091	0.019142646	0.0005790405	0.00075562863	0.024484186	0.00012931653
a31	0.67383325	0.025985759	0.008007441	0.016599566	0.27117193	0.0044021294
a20	0.99223125	0.0071264063	2.1730735e-05	3.430397e-05	8.010703e-05	0.00050618366
a18	0.30061424	0.0037838859	0.00068849314	0.093057364	0.6007585	0.0010975784
a24	0.2318812	0.0042312206	0.0056121587	0.2845265	0.35707092	0.11667794
a46	0.30749413	0.010478951	0.004834564	0.13886857	0.5245858	0.013738015
a31	0.055747993	0.00423139	0.008472612	0.12586774	0.7659278	0.039752524
a33	0.11707682	0.056897514	0.0016709559	0.050709084	0.6686527	0.10499284
a8	0.035535574	0.010467165	0.0044777696	0.102241136	0.8426601	0.0046182657
</S>	0.0067918976	0.0019392142	0.00073625543	0.05154033	0.89720285	0.041789375
