 	ho	scritto	una	lettera	al	mio	fratello	</S>
a46	0.8102482	0.088418104	0.0015869251	0.020121919	0.017093984	0.056118466	0.0027735468	0.0036388808
a31	0.46657693	0.12099095	0.0027386846	0.241896	0.08191515	0.041085266	0.0069383644	0.037858646
a13	0.046658374	0.930222	0.002657093	0.01967841	0.0006448364	9.99821e-05	3.146232e-05	7.7874565e-06
a20	0.77423364	0.015571482	0.00013617294	0.0028141171	0.002027665	0.004972354	0.059181497	0.14106303
a15	0.8456262	0.0012949385	3.0907817e-05	0.011765535	0.0028203456	0.0027035798	0.076341465	0.059417024
a20	0.007982255	2.1805876e-05	5.419393e-06	0.00081048143	0.0030854677	0.031021321	0.9527796	0.004293588
a31	0.17788787	0.000103232196	5.059881e-05	0.005740088	0.0043481556	0.012663084	0.7930472	0.006159722
a39	0.06577428	0.0011098157	0.0009678845	0.21241374	0.12455045	0.049834248	0.4165741	0.12877555
a31	0.0037773182	3.7751877e-05	2.409362e-05	0.007173065	0.0055147167	0.10275319	0.87953985	0.0011799049
a20	0.00048541243	1.4861986e-06	2.4761011e-06	0.112378515	0.3513517	0.2845805	0.24863784	0.0025620111
a31	0.022702707	2.3637464e-05	0.0002452633	0.07436205	0.047428753	0.1935223	0.66058016	0.001135036
a7	0.00038788593	5.1092557e-06	1.3873491e-05	0.5198798	0.40643182	0.053394172	0.018648228	0.0012390623
a46	0.00037098824	1.0150624e-06	0.00015103818	0.1904289	0.25524315	0.17726295	0.37508783	0.001454141
a39	0.00043604488	4.9595155e-06	0.00018362334	0.5419814	0.33602828	0.037293483	0.08331434	0.0007578842
a31	0.0004617562	1.0554037e-05	0.0002603251	0.575205	0.3142586	0.028917165	0.078849316	0.0020373105
a46	0.0012891162	8.772027e-05	0.00011453346	0.5564706	0.213906	0.11850778	0.08607765	0.023546621
a0	0.00071487814	6.7273024e-05	0.0047732713	0.628548	0.21128497	0.024781182	0.12693243	0.0028979336
a27	0.00018525221	4.877965e-05	0.0013601179	0.7364111	0.16186805	0.018013265	0.07944908	0.002664399
a20	0.00057305134	0.00011558421	0.0017984214	0.43519166	0.16020972	0.057095606	0.3254229	0.019592993
a0	0.0006480439	0.0002184027	0.0039859335	0.51582456	0.13812259	0.04677636	0.27964932	0.014774823
a14	0.0005237453	0.00023483305	0.0040084156	0.459214	0.1205678	0.053921048	0.34172815	0.019801969
a0	0.0010533438	0.00040746728	0.0060554333	0.17179753	0.079821	0.08246773	0.60088027	0.057517257
a46	0.001230285	0.00064370886	0.011202231	0.21990344	0.07942075	0.07613458	0.57718563	0.03427938
a20	0.0009582286	0.00056510046	0.009997502	0.16638446	0.06715728	0.07923279	0.6283088	0.04739592
</S>	0.0009463752	0.0006218466	0.011063135	0.106761515	0.052363887	0.081192	0.6781391	0.06891215
