 	qualcuno	al	telefono	vuole	sapere	dell	Anna	</S>
a23	0.76351535	0.23317881	0.003304658	5.650738e-07	4.8232728e-08	1.0429084e-09	3.983837e-07	1.3681216e-07
a31	0.0036963152	0.9961111	0.00019259042	1.46109285e-08	3.3877022e-08	1.224367e-10	3.006013e-08	1.382324e-09
a29	0.00039302759	0.9986507	0.0009320875	6.113382e-06	7.522077e-06	1.0470298e-08	1.0551247e-05	8.683838e-10
a46	0.011023411	0.9887171	0.00025949895	9.47158e-09	4.13804e-09	7.012115e-11	3.631376e-11	1.2258035e-10
a11	0.039681926	0.96016926	0.00014882612	8.383997e-09	6.2030665e-09	8.184854e-11	1.8095586e-10	1.095744e-09
a20	0.7656608	0.23430742	3.1672666e-05	3.2906684e-08	7.8955594e-08	5.3599114e-10	1.4297024e-09	1.5875005e-09
a8	0.98774636	0.012248292	4.891529e-06	4.3299114e-08	3.2458766e-07	1.8500671e-09	1.1422809e-09	1.9811626e-10
a31	0.9988508	0.0011473404	1.7962277e-06	7.67062e-08	2.962538e-08	1.0315437e-10	5.275772e-10	9.1284834e-11
a38	0.9633142	0.03668062	6.7986315e-07	2.9346458e-07	4.0291757e-06	1.585091e-09	2.1185167e-07	8.527585e-10
a31	0.72299194	0.2748373	0.0009039261	0.0012637397	2.671777e-06	2.4733875e-08	4.270935e-07	1.3156322e-08
a24	0.78863716	0.21075879	0.00041371037	0.00018435797	2.8932027e-06	1.6918685e-08	3.0632013e-06	2.5696062e-08
a37	0.2747582	0.72236353	0.0011750555	0.001639378	3.869253e-06	2.7778935e-08	5.712823e-05	2.8348584e-06
a15	0.061487414	0.9349028	0.0009266467	0.0022053912	8.060944e-06	7.256714e-08	0.0004640198	5.5690493e-06
a31	0.044896353	0.9509205	0.0012428192	0.0020336094	1.00624975e-05	1.1687939e-07	0.0008903452	6.1422943e-06
a20	0.41516805	0.4801093	0.0996389	0.004987283	4.594378e-05	6.761653e-06	4.3021944e-05	8.6889384e-07
a31	0.15781751	0.7502353	0.00309326	0.0020180796	0.00010166202	9.249505e-07	0.086212866	0.00052036735
a37	0.51665694	0.35239762	0.118083455	0.00957948	0.00049434556	0.000100974336	0.0025182967	0.00016897412
a46	0.3224265	0.21775572	0.008176998	0.0019246228	0.0013101876	1.812793e-05	0.44628555	0.0021022873
a20	0.49183297	0.30493554	0.023614017	0.0054801675	0.0024604748	9.328348e-05	0.17079383	0.00078969327
a24	0.36414862	0.46537223	0.03779423	0.008299345	0.0026496013	0.0002829402	0.12106881	0.00038424451
a31	0.26544726	0.63390195	0.048516512	0.0122185815	0.0015036889	0.00020632733	0.038091287	0.00011438703
a17	0.22124015	0.52357185	0.2204777	0.034148205	0.00021294654	0.00010745229	0.00021256511	2.9119821e-05
a20	0.56807476	0.16349587	0.06769329	0.033682827	0.02408365	0.00044965697	0.1415036	0.0010162955
a38	0.54421294	0.20183542	0.05659839	0.025936367	0.018310227	0.0009740196	0.15112218	0.001010389
a31	0.44324043	0.25054982	0.05050206	0.03232582	0.01655988	0.0013463004	0.20364565	0.0018300763
a17	0.124576814	0.7238334	0.07290678	0.07463279	0.00064222486	0.00030791754	0.0024818212	0.000618258
a31	0.34636402	0.078268826	0.058216393	0.05693081	0.15533493	0.0028310225	0.29962787	0.0024261016
a37	0.21548805	0.6419557	0.025190473	0.031868502	0.0031509495	0.00084997417	0.06372956	0.017766783
</S>	0.18254034	0.032715514	0.034688383	0.046902064	0.31448537	0.0048201242	0.38133925	0.0025089558
