 	non	aveva	dove	a	stare	</S>
a31	0.8804343	0.0051140427	0.015411881	0.0323035	0.064433634	0.0023026166
a8	0.080714084	0.80471975	0.11430864	0.00024306918	8.052167e-06	6.355826e-06
a31	0.96055174	0.008460504	0.0028982577	0.0023703824	0.019047912	0.0066710897
a28	0.92071885	0.052686725	0.0077077863	0.0043176645	0.013071485	0.0014974993
a37	0.9286886	0.002240513	4.691983e-05	0.00024008442	0.040019453	0.028764313
a31	0.846414	0.0007350564	0.000109502864	0.00019784491	0.1328769	0.01966675
a18	0.98766124	0.0028916588	0.00012809435	0.00055493455	0.006646453	0.0021176082
a0	0.00239896	4.4201456e-06	0.00042287886	0.006582322	0.99048704	0.000104390034
a23	0.02975902	0.0001810346	0.0010126447	0.0044377726	0.96370757	0.0009019671
a8	0.047910586	0.0005583533	0.016634326	0.048063666	0.87590986	0.010923248
a31	0.040460773	0.00018535432	0.123974435	0.15133967	0.6626874	0.02135234
a20	0.010406931	6.0335697e-05	0.293602	0.068977624	0.44381037	0.18314278
a31	0.017772587	0.00060006394	0.2193273	0.094712	0.60401905	0.06356901
a20	0.006945119	0.0001750237	0.23756053	0.20962234	0.3557785	0.18991853
a24	0.0055095414	0.0006847763	0.40888712	0.07285674	0.4368962	0.07516566
a8	0.0025695323	0.0006482263	0.2636012	0.10062807	0.5553324	0.07722051
a31	0.0013027353	0.00035596194	0.27957913	0.077952966	0.500467	0.14034224
</S>	0.007925674	0.00041038662	0.04119528	0.27629298	0.31847987	0.35569578
