 	non	ho	dove	d	andare	</S>
a20	0.035988715	0.11804478	0.8448623	0.00013876864	0.00027288668	0.00069262506
a31	0.038760845	0.9256057	0.027000869	1.0548828e-05	0.008310657	0.0003113683
a37	0.14510383	0.84881926	0.0046136123	4.8875685e-05	0.001298502	0.000115932555
a31	0.8604928	0.11644402	0.01779178	5.1727664e-05	0.00425402	0.00096572604
a29	0.61437285	0.1909766	0.05512336	0.0071881763	0.09163446	0.04070461
a41	0.9478527	0.008862591	0.0077684997	0.0010387745	0.031932473	0.0025450913
a31	0.6922654	0.0035846601	0.05893692	0.006707554	0.2362914	0.0022140313
a18	0.16463372	0.044586558	0.5396927	0.00097288616	0.12030252	0.1298116
a31	0.008449456	0.0033012817	0.063724905	0.013589746	0.9057045	0.005230061
a39	0.010410871	0.003638226	0.21699029	0.0011979578	0.3758869	0.39187574
a31	0.01578999	0.012610332	0.032476246	0.037893698	0.8922617	0.008968073
a8	0.0005559084	0.0017761318	0.024280423	0.0014194399	0.33562806	0.63634
a31	0.0027546668	0.0033101176	0.0074255527	0.014398859	0.92731464	0.04479623
a8	0.00012528441	0.0006225165	0.0064402013	0.00052896165	0.1673691	0.824914
</S>	0.00036701738	0.0013158598	0.0052613816	0.0082721785	0.9019643	0.08281923
