 	possono	essere	ancora	svegli	</S>
a31	0.9975666	0.0005070633	0.0014229231	0.000434592	6.8869536e-05
a20	0.67066807	0.15690379	0.17238979	3.840568e-05	8.3340884e-10
a23	0.99985063	0.00013793385	7.9043375e-06	3.4486336e-06	1.0282775e-07
a31	0.9999187	4.771794e-05	1.0996655e-05	2.2429773e-05	2.4511746e-07
a20	0.99897766	0.00035278584	6.6350745e-05	0.0006020528	1.1613831e-06
a11	0.99922276	6.569469e-05	2.4999918e-05	0.0006691729	1.7323164e-05
a20	0.99555016	0.0002543368	7.673619e-05	0.0038769403	0.00024189525
a31	0.7773307	0.0018293937	0.0016759498	0.19252445	0.026639514
a37	0.998814	0.00015624352	0.00011653999	8.7016044e-05	0.0008262468
a31	0.03990638	5.0436814e-05	0.0017811572	0.91575843	0.042503584
a11	0.8600122	0.00057430455	0.0044441414	0.020989714	0.113979675
a46	0.00091509626	9.99498e-07	0.002949843	0.9878876	0.00824654
a31	0.0013316643	1.0213769e-05	0.018250486	0.93470156	0.045706104
a46	0.024184087	0.00048650996	0.0021122128	0.56881684	0.40440035
a31	0.00084868754	1.1402328e-05	0.03962283	0.9570152	0.0025019217
a20	0.0025846597	0.0003156565	0.000847527	0.80584085	0.19041137
a28	0.0030650853	0.00010102369	0.1258865	0.8678203	0.0031270294
</S>	0.006824221	0.0003008579	0.033804405	0.9566057	0.0024649194
