 	prima	di	andare	alla	scuola	</S>
a7	0.84915924	0.12469	0.016650308	9.1033723e-07	0.009151362	0.00034812864
a11	0.93848544	0.057096865	0.004212352	4.270325e-09	0.00020473749	5.055429e-07
a43	0.9981865	0.0010996928	0.00027082462	1.090754e-07	0.00043578164	7.04364e-06
a20	0.9943293	0.0039033894	0.000970845	7.9070695e-08	0.0007848306	1.1591292e-05
a31	0.9968125	0.0019617493	0.000583147	1.8854263e-07	0.00063013943	1.2186156e-05
a20	0.9552461	0.011395217	0.022183014	0.00018958097	0.009457765	0.0015283906
a31	0.44300276	0.037751425	0.007889703	0.00029578686	0.49764934	0.01341102
a20	0.9737925	0.014851685	0.0028586038	0.00015206716	0.0041432953	0.0042018695
a31	6.8928595e-05	8.50739e-05	0.0001149957	1.9568266e-05	0.9943967	0.0053148456
a20	0.34523186	0.035409424	0.0028415092	0.000434118	0.06853306	0.54754996
a31	1.7021923e-05	0.0008332956	0.0010054023	2.8457654e-07	0.99328786	0.0048560644
</S>	0.006011556	0.005500187	0.0009476596	0.0003616095	0.01931028	0.9678687
