 	se	si	era	vestito	la	figlia	l	avessi	portata	alla	chiesa	</S>
a31	0.25745735	0.56186545	0.17618379	0.0036077788	0.0008784072	4.35683e-06	2.6017235e-06	9.8592054e-08	2.8277847e-10	7.205011e-11	2.6819028e-10	1.9481911e-07
a20	0.020125933	0.9789934	0.0008694821	6.53483e-07	1.1710781e-06	4.0644115e-09	9.322666e-06	1.9288404e-09	1.6618052e-11	2.3181507e-10	2.4533943e-08	8.603211e-09
a37	0.5210826	0.18867142	0.28883392	0.0010773978	0.00033383854	2.3437019e-07	3.8921752e-07	1.876185e-07	4.7075157e-09	2.419094e-12	1.1974186e-10	2.8183075e-10
a24	0.72849935	0.08772604	0.18055263	0.00173975	0.0014797454	3.5252623e-07	1.980408e-06	2.0187312e-07	1.6519254e-08	5.898699e-13	7.872369e-10	2.3723734e-09
a31	0.9130048	0.010853969	0.07472741	0.00056378794	0.0008475721	1.3078774e-06	9.394664e-07	2.2005405e-07	1.5438297e-07	4.119011e-13	7.100048e-10	2.2430915e-10
a39	0.7724048	0.030565819	0.19391134	0.0017111725	0.0014039791	1.7499499e-06	5.634077e-07	4.336679e-07	2.0598232e-07	1.4160223e-11	1.54254e-08	2.8777914e-11
a31	0.99847025	0.0006622624	0.000777368	6.122484e-05	2.849186e-05	4.1683558e-07	5.1209565e-08	1.9528857e-08	7.649405e-09	2.8073895e-13	2.4063517e-11	1.6301385e-12
a24	0.98917437	0.008600219	0.0020149816	7.054856e-05	0.00013804785	4.2427888e-07	1.1476197e-06	2.2583558e-07	1.5253528e-09	9.9934946e-14	1.7760124e-10	2.5816206e-13
a31	0.9933435	0.0046766107	0.0014129726	5.008023e-05	0.0005026358	1.9125603e-06	1.20270515e-05	2.5949558e-07	2.7962782e-10	2.5932817e-14	2.6526881e-11	2.1542922e-12
a28	0.9212479	0.061097644	0.011027102	0.0006213067	0.0051298323	0.00010006976	0.00077219994	3.811495e-06	8.8001734e-08	2.315792e-11	5.2558833e-09	5.1857585e-10
a24	0.7474842	0.086869426	0.1596462	0.0037090627	0.0015904759	0.00022416901	0.00047168398	3.4522561e-06	2.5537148e-09	5.8260265e-11	3.391661e-07	1.0129299e-06
a8	0.80504453	0.12856239	0.06446614	0.0006976427	0.0007347934	3.7405494e-05	0.00045569436	1.1773826e-06	2.719857e-09	5.4722202e-11	1.8227555e-08	1.5555129e-07
a31	0.6915014	0.08155523	0.22371604	0.001775383	0.001138296	5.51831e-05	0.00025371253	3.5580247e-06	8.8701135e-09	1.1019171e-09	4.582365e-08	1.0652179e-06
a46	0.32531202	0.032591924	0.6261512	0.008573185	0.0064480123	0.0002486439	0.00064755924	2.4491264e-05	1.1711247e-06	4.996927e-07	3.6556557e-07	9.337715e-07
a8	0.7193007	0.104819894	0.16856977	0.0056320108	0.00047628526	0.00026833313	0.00067732524	1.656829e-05	2.706349e-07	9.230049e-09	2.7539405e-05	0.00021124308
a28	0.5979463	0.13258702	0.25404865	0.004745805	0.00215274	0.0013948956	0.006206615	0.00021854763	2.6909478e-07	2.6795634e-08	2.9485027e-05	0.00066964724
a31	0.44592607	0.2007277	0.31573147	0.01927722	0.005794356	0.00060818705	0.011380699	0.00018348337	5.218524e-06	3.7619733e-07	0.00015506856	0.0002101201
a39	0.12080709	0.02152618	0.82339877	0.018815441	0.011604454	0.0014255459	0.0020782836	0.00029685366	1.4703109e-05	1.2621353e-05	5.8384394e-06	1.42769e-05
a33	0.65841126	0.112229615	0.20544265	0.017989922	0.0009956248	0.0014474642	0.0016222908	0.0002365793	2.152321e-05	6.792576e-07	0.0006410251	0.00096144504
a31	0.4329952	0.25917956	0.21078043	0.023139358	0.008137977	0.015332825	0.03534383	0.0047421027	3.251007e-05	1.6875712e-06	0.0017629208	0.008551559
a24	0.08306701	0.019775787	0.66999435	0.043893583	0.09353335	0.022258066	0.06016703	0.0054557445	0.00023211501	0.00014738603	0.00032671462	0.0011488111
a37	0.5557135	0.08760289	0.30142558	0.044843223	0.002014602	0.0028176424	0.002217722	0.00066658494	0.00014799082	6.30812e-06	0.0017872845	0.0007567334
a14	0.5759613	0.080918744	0.29996628	0.036065105	0.0014504755	0.0021372747	0.0016735584	0.00043926502	9.972638e-05	5.479033e-06	0.0008904339	0.0003923426
a20	0.5514732	0.06856453	0.34378257	0.030811725	0.0013361812	0.001382364	0.0013879385	0.00026965755	7.758453e-05	8.647858e-06	0.0006138405	0.0002917696
a28	0.47935462	0.06103052	0.41419533	0.039251316	0.0017309592	0.0016046815	0.0013763844	0.00030593597	0.000129704	1.5568674e-05	0.00073339563	0.0002715542
a5	0.5229676	0.09922113	0.34060997	0.031986862	0.0012582273	0.0014814701	0.0011470274	0.00038595774	0.00010302287	1.1701032e-05	0.0005774693	0.00024953953
a17	0.43787318	0.053718638	0.43825543	0.05390184	0.0028466631	0.0050615645	0.0020247425	0.00048075937	0.00033286432	4.862096e-05	0.0036516027	0.0018041352
a21	0.41464144	0.054159824	0.4386032	0.07756764	0.0028488948	0.005406438	0.0017121912	0.00077974895	0.0004921888	4.653818e-05	0.0030864768	0.0006553782
a8	0.5098395	0.1053955	0.33938152	0.04124632	0.00097597775	0.0014417483	0.00069922546	0.00041950907	0.00013492488	9.988222e-06	0.00037332196	8.257166e-05
a31	0.39009818	0.31967798	0.23838061	0.037385564	0.0034694097	0.004122388	0.0032859584	0.0026076876	8.070389e-05	7.2789103e-06	0.00044020472	0.00044399506
a20	0.07901744	0.053207215	0.7862726	0.060257357	0.015239108	0.0027016988	0.001529714	0.0014405267	4.276451e-05	8.572603e-05	1.922048e-05	0.00018660823
a3	0.32910997	0.4749925	0.11968438	0.046330903	0.0021487828	0.0053299568	0.0028158885	0.003937597	0.0010479465	4.3001626e-05	0.013190927	0.0013680866
a20	0.29153994	0.48462978	0.13147052	0.05098378	0.003911499	0.0086294385	0.005728437	0.0076439534	0.0007789667	5.2063835e-05	0.012423239	0.0022083598
a10	0.2892878	0.47908026	0.13542673	0.05352726	0.0037525804	0.008519971	0.0053749545	0.006994849	0.00085534353	8.0955615e-05	0.014191835	0.002907429
a31	0.34310007	0.3978501	0.17087282	0.060216304	0.0022545706	0.005876485	0.0026531736	0.0031111324	0.00092621683	0.00012327953	0.0105126165	0.002503243
