 	le	melanzane	devono	girarsi	dopo	le	cucini	</S>
a31	0.783521	0.0042443355	0.016953962	0.18378903	0.010787222	0.00054139044	4.0530467e-05	0.00012250176
a23	0.89503366	0.06150071	6.8131616e-05	0.04336979	2.613493e-06	9.916916e-06	1.4645031e-05	6.113554e-07
a20	0.22849806	0.00079635705	0.0003514964	0.7702531	2.0226198e-05	1.5439786e-05	4.856526e-05	1.6711974e-05
a28	0.33090773	0.0021861775	0.0012269935	0.6635004	9.027757e-06	2.5842484e-05	0.0017185642	0.00042531826
a31	0.2897872	0.0035555186	0.0002201901	0.70595324	3.8690328e-06	4.6395817e-06	0.00042239	5.3037988e-05
a17	0.9718625	0.004223112	9.269283e-06	0.023877298	3.556425e-07	4.3841962e-07	9.152499e-06	1.7839275e-05
a31	0.8975275	0.001850507	0.00028953922	0.09732648	8.768884e-05	0.00010226719	0.002810711	5.2705755e-06
a19	0.98154956	0.007627413	0.00010073496	0.010224737	5.094499e-05	4.1860872e-05	0.0003774394	2.7377679e-05
a31	0.8479298	0.0018005915	0.010292987	0.017353639	0.009955282	0.0051757796	0.10678233	0.00070963317
a20	0.2207521	0.002405176	0.029496105	0.64532536	0.023622451	0.009334231	0.06375736	0.005307218
a31	0.100171685	0.000114816015	0.12256046	0.0074541904	0.032421596	0.036935844	0.6969685	0.0033729058
a20	0.017458929	0.00085783796	0.040938806	0.47493538	0.034543175	0.023127625	0.2653023	0.14283597
a31	0.010417158	4.4403136e-05	0.21693818	0.012338733	0.023683535	0.06772788	0.6651597	0.003690462
a20	0.0017791375	0.00046593134	0.023367696	0.57257855	0.008015978	0.018912261	0.16466483	0.21021563
a24	0.021748476	0.00026463033	0.29699075	0.008600856	0.03376657	0.059745863	0.5704139	0.008468959
a31	0.010104148	0.0004903745	0.08760868	0.019906886	0.0133474255	0.053750128	0.7518493	0.06294313
a38	0.0003954927	0.000107007865	0.01080986	0.65937716	0.003312039	0.013268449	0.08366411	0.22906582
a31	0.03173295	0.023405062	0.121689044	0.028341606	0.026520854	0.050765723	0.6837979	0.03374684
a28	0.0003874207	0.0001446053	0.010737139	0.32783702	0.0051517747	0.017173123	0.13750918	0.5010597
a20	0.021452984	0.015082834	0.26278415	0.02465938	0.05809649	0.08224091	0.49916965	0.036513608
a31	0.0123583535	0.010584125	0.1365688	0.043472704	0.03138648	0.080328	0.60469115	0.08061042
a24	0.00021191398	8.0516584e-05	0.006494665	0.24493659	0.003015798	0.01159669	0.10816651	0.6254973
a8	0.02692666	0.043527465	0.1047377	0.019658677	0.03506133	0.059208866	0.6314956	0.07938368
a38	0.0035925081	0.0041137664	0.028758641	0.036654595	0.012029086	0.069519795	0.7951879	0.050143667
</S>	0.0010947422	0.0008635341	0.02104065	0.04642062	0.0078148255	0.05329845	0.69167215	0.17779507
