 	non	aveva	da	stare	</S>
a37	0.9028724	0.018522019	0.043932755	0.03192202	0.0027509343
a38	0.7239092	0.013178132	0.00905054	0.23987308	0.01398903
a24	0.43822566	0.002145875	0.0048497813	0.5387079	0.016070765
a8	0.4087536	0.0010001141	0.007564522	0.5648628	0.017819026
a17	0.8378942	0.00010573433	0.000225521	0.15758069	0.004193712
a31	0.541358	0.0026071537	0.00029641303	0.45311746	0.0026209499
a20	0.46747184	0.0009589566	0.011170937	0.51560134	0.004796926
a8	0.02359745	0.00034188444	0.00040818198	0.97265536	0.002997068
a31	0.004074569	0.00010384413	0.0041579846	0.9881144	0.0035491602
a20	0.021828445	0.00021232945	0.019623945	0.9380445	0.020290794
a31	0.0020490233	0.00016277001	0.027220972	0.9639502	0.006616946
a8	0.0031639202	0.0003295241	0.034663737	0.8122571	0.14958577
a31	0.00074276404	0.00087016984	0.17688802	0.80791575	0.013583231
</S>	0.0024510873	0.0005078594	0.022295676	0.5932291	0.38151628
