 	deve	che	entra	da	qui	</S>
a31	0.07984841	0.08716444	0.0003421584	0.04487579	0.011843537	0.77592564
a21	0.87558395	0.12166966	0.00058066717	0.0021636968	1.7418791e-06	3.0109763e-07
a31	0.6800128	0.31428277	4.205194e-06	0.00011893963	0.0005440745	0.00503723
a20	0.4977144	0.48636794	0.00013650469	0.010398533	0.0038276336	0.0015549726
a11	0.9607147	0.038586184	1.2634232e-06	9.049948e-06	3.2088676e-05	0.0006568314
a31	0.98381895	0.011831062	1.5029182e-06	1.6232878e-05	0.00026426892	0.0040680664
a37	0.94232076	0.02223933	0.00020890353	0.0012722985	0.0037157554	0.03024301
a31	0.18061936	0.008698872	0.0012924436	0.006904734	0.5558318	0.2466528
a8	0.008285142	0.0004552117	5.923899e-05	0.0007901742	0.011329387	0.97908086
a31	0.0017798634	0.00054056186	3.0754938e-05	0.011972412	0.91238576	0.07329069
a46	0.0073388675	0.003104184	0.00019337976	0.019295312	0.23365472	0.73641354
a31	0.00026889978	0.0019286813	1.5457268e-05	0.07099622	0.88606286	0.040727805
</S>	0.0010651113	0.004730811	0.00016761819	0.020335723	0.114466205	0.8592345
