 	il	morto	vuole	pianto	</S>
a46	0.44260183	0.5572672	0.00012764636	1.10178476e-07	3.271738e-06
a23	0.8832116	0.11673579	5.2366242e-05	3.993275e-08	1.9190345e-07
a20	0.94134843	0.058645967	5.364365e-06	9.373908e-08	9.876941e-08
a31	0.984838	0.015160305	1.2741006e-06	3.4025803e-07	3.2387444e-08
a21	0.7745098	0.22538033	0.000108735105	9.868836e-07	1.17348705e-07
a11	0.9822214	0.017749274	7.023801e-06	2.2033973e-05	2.7426296e-07
a10	0.9948596	0.0050128046	5.309123e-06	0.00012159005	7.273682e-07
a27	0.9948443	0.0045535215	3.848734e-05	0.00055929605	4.2192564e-06
a17	0.974919	0.022605632	0.0014290401	0.0010114651	3.488571e-05
a31	0.9060328	0.06241083	0.029882725	0.0012358414	0.0004377863
a37	0.9894651	0.0074669295	0.00020735674	0.0015062633	0.0013543944
a31	0.94604516	0.04314569	0.00866426	0.00013782438	0.0020070863
a37	0.8289656	0.030894019	0.0059185303	0.014443517	0.11977838
a17	0.9708853	0.015559353	0.0015430063	5.8207766e-05	0.011954175
a31	0.5323725	0.011596754	0.0031589812	0.0028348824	0.450037
a10	0.24833292	0.3806274	0.050648008	0.09836038	0.22203131
a7	0.80437446	0.12544516	0.0073894756	0.0015926271	0.06119828
a31	0.366335	0.070118345	0.010324157	0.027765516	0.525457
a33	0.096351855	0.15453619	0.022503106	0.13550289	0.591106
a29	0.60914814	0.3490111	0.008433621	0.014350302	0.019056858
a41	0.2153311	0.6248116	0.08396657	0.058133885	0.017756805
a31	0.09852491	0.4849182	0.15869884	0.21899311	0.03886487
a39	0.018675772	0.5511899	0.066777706	0.006396617	0.35695997
</S>	0.0114293415	0.022024792	0.104688324	0.85673934	0.0051182294
