 	voi	avete	mai	mangiato	il	pasticciotto	</S>
a8	0.9767086	0.012074804	0.00019870543	0.00019406226	4.1456224e-05	0.009526529	0.001255845
a31	0.70404243	0.0024587451	0.009083578	0.0025532306	2.6505679e-05	0.28125712	0.0005782958
a21	0.013440395	8.968059e-05	0.00050130417	6.496381e-05	1.0671437e-06	0.9859007	1.8309535e-06
a37	0.9193364	0.0037072562	4.4843942e-05	1.7513974e-05	3.0876186e-07	0.07540051	0.001493169
a8	0.9821816	0.00060086977	6.9642415e-06	1.5379881e-05	8.7273e-07	0.016986912	0.00020747581
a31	0.9969266	0.000407242	1.3824186e-06	2.9283335e-06	3.6995633e-07	0.002650274	1.10598285e-05
a13	0.98388195	0.00043608455	1.151009e-05	3.4605582e-05	2.0598056e-06	0.01563338	3.5152252e-07
a20	0.9984553	0.00048659265	2.631294e-06	2.2814208e-06	1.5554177e-07	0.00080262567	0.00025051535
a3	0.98654985	0.0010567603	2.9704142e-05	3.782775e-05	3.6390718e-06	0.009839317	0.0024828045
a31	0.8342938	0.0009414734	0.00018502343	0.0003260275	3.6089466e-05	0.14010784	0.024109835
a29	0.41220123	0.0005987851	0.0004669769	0.0008383857	3.1262596e-05	0.5843481	0.0015152607
a31	0.00926953	7.379196e-05	0.00050274504	0.0014035283	0.00042954413	0.93992436	0.04839645
a3	0.0112858545	0.00041149434	0.0010188352	0.0069729607	0.0017255832	0.97301936	0.005565923
a31	0.0028339976	5.3828153e-05	0.00042476712	0.00095329375	0.00082740193	0.98475176	0.010154981
a24	0.015858885	0.003199844	0.0017642622	0.035540972	0.04583991	0.8484069	0.049389232
a31	0.00601713	0.0013104515	0.00067624054	0.0057671694	0.010355405	0.92976713	0.046106458
a39	0.04454773	0.01498851	0.0035178051	0.06243635	0.13152929	0.33355278	0.40942755
a31	0.09317178	0.07002971	0.008339517	0.007981616	0.040263306	0.48302442	0.29718965
a33	0.01691636	0.004149626	0.003241158	0.047411487	0.1025293	0.1522847	0.67346734
a31	0.018540865	0.022896241	0.0063282517	0.013655513	0.07236681	0.5586533	0.30755907
a23	0.008406118	0.0018818201	0.00298558	0.04940385	0.08455078	0.07408345	0.77868843
</S>	0.01798332	0.02311585	0.008432384	0.020995978	0.122394025	0.40898827	0.39809012
