 	forse	stanno	ancora	svegli	</S>
a31	0.5208438	0.47582448	0.0024294287	0.00084447005	5.7794612e-05
a10	0.036747184	0.84118515	0.12076554	0.0013014585	6.840345e-07
a20	0.1453915	0.8393777	0.0025370284	0.012584777	0.00010899346
a31	0.6647398	0.3184468	0.00068762456	0.016062481	6.3286585e-05
a18	0.50863636	0.38053513	0.009007321	0.10064989	0.0011713303
a31	0.39866415	0.067745805	0.0049856934	0.52785397	0.0007504195
a35	0.11468818	0.07310839	0.081041224	0.71622133	0.014940871
a31	0.078361526	0.007850761	0.0055188085	0.90510744	0.0031614602
a10	0.43399152	0.18757305	0.008999968	0.34646156	0.022973951
a20	0.06409412	0.019023078	0.00914962	0.90518343	0.0025498387
a29	0.05881978	0.018059589	0.0025781635	0.9039803	0.016562171
a20	0.011288794	0.0031507988	0.0031940474	0.9538247	0.028541563
a31	0.005324514	0.0016773609	0.0052563525	0.96675485	0.020986848
a28	0.0065438407	0.011258512	0.004602345	0.67075616	0.30683914
a8	0.012567043	0.0048679947	0.033967767	0.94287044	0.0057267337
a21	0.003592251	0.022945514	0.016446125	0.9521887	0.0048274477
</S>	0.0018909526	0.018289983	0.012712599	0.9524049	0.014701544
