 	Marika	non	ha	mangiato	mai	un	rustico	</S>
a8	0.167615	0.42381287	0.18782753	0.21648298	0.004035134	0.00021790991	6.6542575e-06	1.8180834e-06
a31	0.053879417	0.66562533	0.28035936	0.0001337733	2.0083164e-06	2.1066512e-08	7.589566e-09	1.0011719e-07
a20	0.1366579	0.6027639	0.26023442	0.0003338699	9.098758e-06	6.565697e-07	1.6383356e-07	3.407316e-08
a31	0.26440504	0.6263688	0.10911341	0.000111743786	4.4049028e-07	4.45275e-08	4.3294168e-07	7.2217485e-09
a37	0.3950692	0.44733593	0.15745911	0.00013466031	8.749837e-07	1.15840194e-07	1.9688812e-07	8.332917e-09
a14	0.9530922	0.044359226	0.0025246795	2.049952e-05	2.2205124e-07	2.0613929e-07	2.9895439e-06	4.853473e-09
a10	0.9673757	0.03083954	0.0016904838	3.956351e-05	1.2086452e-06	1.989753e-06	5.156965e-05	1.1182181e-08
a31	0.9072782	0.060556937	0.0057333456	0.003532697	0.0002789352	0.00095634576	0.02166276	7.2953236e-07
a37	0.90279055	0.08452619	0.012604728	1.6773029e-05	2.2221004e-06	1.0777015e-06	3.4723253e-05	2.3712239e-05
a10	0.0856539	0.049224295	0.017389461	0.34920737	0.0520183	0.15365022	0.29284096	1.5511654e-05
a14	0.041339252	0.007856202	0.0017254462	0.05667068	0.019476358	0.064212956	0.8077601	0.00095895067
a0	0.047814243	0.010064506	0.0026302047	0.02616843	0.011970958	0.034114104	0.862267	0.004970569
a20	0.0042045116	0.001242513	0.0007887626	0.035817012	0.037941538	0.070892066	0.8407733	0.008340239
a33	0.019090714	0.006606307	0.0037420103	0.044566408	0.040368162	0.06477893	0.81507796	0.0057694777
a20	0.0149128465	0.004706433	0.0024374032	0.05718401	0.055863395	0.10763249	0.7514292	0.005834193
a31	0.66374636	0.15967974	0.028485818	0.02292911	0.009624192	0.0109092835	0.10362924	0.0009963275
a0	0.12332406	0.04473994	0.022702828	0.5663806	0.06685417	0.04419954	0.12653686	0.0052620266
a41	0.55117536	0.32036698	0.057827916	0.008025637	0.0041365065	0.005527682	0.05240689	0.0005329984
a31	0.26023898	0.20956527	0.06241984	0.019456076	0.012650715	0.023201948	0.40110198	0.011365178
a37	0.060085144	0.2539001	0.31508976	0.15383425	0.028599227	0.02328891	0.05767651	0.10752602
a31	0.33747283	0.21265742	0.049062192	0.01516365	0.011934502	0.03349927	0.33227375	0.007936372
a18	0.03917846	0.17003487	0.28228298	0.09007107	0.030266427	0.030492699	0.09701368	0.26065984
a8	0.18170749	0.08716991	0.02772975	0.015685892	0.016436448	0.059062034	0.592061	0.020147445
a20	0.012486632	0.015923912	0.0153200105	0.01241592	0.016480971	0.05060724	0.8318391	0.04492631
</S>	0.0061060875	0.009952938	0.010153793	0.014029899	0.015713055	0.055313013	0.7733179	0.115413345
