 	sto	ancora	cucinando	</S>
a20	0.47962004	0.46606132	0.02587858	0.02844012
a31	0.8071295	0.19286221	8.228096e-06	2.4153856e-08
a37	0.4351725	0.5644315	0.00039606413	9.465666e-10
a20	0.9867422	0.012953434	0.00025820648	4.6255165e-05
a31	0.88859004	0.08549576	0.019030739	0.0068834233
a30	0.98521096	0.012785495	0.0018440317	0.00015957425
a46	0.03851717	0.02826883	0.46450123	0.46871278
a31	0.004452104	0.006614203	0.74711895	0.24181475
a39	0.48269078	0.031795975	0.2549464	0.23056687
a15	2.6550294e-06	0.0048166835	0.9803285	0.014852171
a20	1.3619576e-05	0.0068926136	0.9865209	0.0065729776
a22	3.8926304e-05	0.01911915	0.97344786	0.007394122
a31	0.00031002576	0.06724793	0.91394705	0.018494943
a46	0.00035315123	0.0036512725	0.82026184	0.17573372
</S>	0.0076863915	0.032666635	0.953277	0.0063699665
