 	la	donna	è	capace	pulire	deve	pulire	la	casa	ogni	giorno	</S>
a31	0.11953429	0.73298806	2.5005651e-05	0.14595704	0.0012568387	0.0001242452	4.8009042e-05	5.02508e-05	3.1886793e-10	4.664661e-06	1.4578972e-06	1.0056335e-05
a24	0.0010417413	0.98921317	0.00018132936	0.00015752095	0.00926123	2.6823312e-08	0.00014111552	2.310665e-08	1.10974225e-11	2.5553716e-06	1.3348551e-06	8.542753e-09
a31	0.017087584	0.69476825	6.5635795e-06	0.2714455	0.014848606	1.1616411e-05	0.0017788804	1.0447958e-05	4.618594e-09	1.1391296e-05	2.8036176e-05	3.1414977e-06
a8	0.008640524	0.5161732	5.310415e-06	0.46863258	0.006171359	4.2276347e-06	0.0003440519	2.564711e-06	3.069251e-09	4.0261352e-06	2.0015588e-05	2.165608e-06
a20	0.015047585	0.008497832	2.3770097e-08	0.969184	0.00705761	9.749126e-09	0.00021065769	2.019003e-06	2.031282e-10	2.3119622e-07	8.808547e-08	3.973837e-09
a31	0.94854826	0.007604871	5.761092e-07	0.043515343	0.00032086062	4.853937e-10	9.764185e-06	2.524337e-07	5.944787e-10	1.6060948e-08	9.813578e-08	2.4721958e-08
a8	0.6001059	0.000104447325	4.2563852e-07	0.3919755	0.0066242334	7.2376625e-09	0.0011679332	1.762584e-05	1.9202869e-08	3.614196e-06	3.3000796e-07	1.5357907e-09
a31	0.98719287	0.0010782591	2.996671e-07	0.009828045	0.0016972725	8.283208e-09	0.0002020803	1.155318e-06	6.320581e-11	2.2746121e-08	6.3255565e-09	1.6136021e-09
a20	0.38199803	0.0029311548	9.797196e-06	0.23070528	0.32411468	2.726123e-06	0.060189325	4.329368e-05	1.9360975e-08	4.9496457e-06	7.3127825e-07	2.291131e-08
a31	0.9703636	0.0094189	9.059389e-05	0.0031428866	0.01305521	2.2397249e-07	0.0034806307	4.0573605e-06	9.1905985e-09	5.8679092e-05	0.00036180767	2.3396022e-05
a20	0.0038163438	0.0013330776	1.0846674e-05	0.059697434	0.68093795	4.3455866e-06	0.2541604	1.2728541e-05	2.1516232e-08	1.447035e-05	1.1187431e-05	1.1855918e-06
a41	0.51104766	0.0044155437	0.00030575864	0.0093452595	0.32326892	6.158825e-06	0.11738715	0.00013635996	1.7311886e-07	0.009761117	0.023730058	0.00059585576
a11	0.24757122	0.00408739	0.00028731392	0.020602642	0.3797142	2.669897e-06	0.34053287	8.246532e-05	1.1678763e-08	0.0031250184	0.0039174813	7.678685e-05
a6	0.09542816	0.0033926547	0.00037288803	0.0049560196	0.44958323	5.4244792e-06	0.44030553	4.0316714e-05	9.030773e-08	0.0019848964	0.0036794064	0.0002513672
a31	0.13987628	0.015296054	0.0007210596	0.06767014	0.41190276	3.7065183e-05	0.34953132	0.00010970044	9.779526e-08	0.004296585	0.010186007	0.000372926
a24	0.02371824	0.39253345	0.00057656184	0.5152674	0.040025845	0.005974345	0.021464583	6.311922e-05	9.880921e-06	2.5412328e-05	0.00013066054	0.00021043315
a31	0.5487329	0.0442585	0.0063183014	0.018660065	0.18152614	0.0002951965	0.16098452	0.0007424737	3.179002e-06	0.010169238	0.026385322	0.0019242625
a8	0.014673899	0.14315817	0.00079367886	0.80129844	0.020758584	0.002273385	0.012716556	0.00040662292	1.04218825e-05	0.0002474923	0.001773994	0.0018888282
a31	0.3669037	0.029966304	0.09136056	0.1609243	0.06350422	0.0006865304	0.07132316	0.0011366861	3.576542e-05	0.050420042	0.15894759	0.004791162
a20	0.00087884587	0.00417367	0.00014887349	0.94226676	0.02145032	0.00031440204	0.016004745	0.0005266414	1.5192713e-05	0.0006456534	0.004449268	0.009125745
a13	0.46875465	0.038444348	0.14557949	0.070261545	0.010301873	0.001804575	0.0099863745	0.0022888125	0.00019788527	0.037721805	0.19620411	0.018454561
a28	0.5486598	0.036418475	0.085312106	0.08122523	0.021364668	0.0017240603	0.024344621	0.0040543657	9.435316e-05	0.040078286	0.14444546	0.012278611
a29	0.51997995	0.0531043	0.07060199	0.094702244	0.022497788	0.0015601004	0.023139382	0.0034225052	8.8758374e-05	0.031140087	0.1528123	0.026950577
a31	0.39362183	0.04281084	0.10143067	0.15368216	0.013032608	0.0015321255	0.01525731	0.0032182378	8.767328e-05	0.043308128	0.20862117	0.023397276
