 	voglio	un	forno	che	vende	rustici	</S>
a31	0.19044258	0.3166033	0.30214015	0.15875256	0.021474415	0.010290826	0.0002961271
a37	0.93315095	0.06523162	0.001374712	2.7120159e-05	0.00021533394	1.4021643e-08	2.5041487e-07
a31	0.2870354	0.67852163	0.0331085	0.0008713303	0.0004495695	1.3279796e-07	1.3342317e-05
a17	0.5999319	0.3559335	0.04241555	0.0008450259	0.0008556243	4.892048e-07	1.7791546e-05
a20	0.69227535	0.30350703	0.0039690537	0.00015433667	3.3658907e-05	1.0136772e-06	5.9486938e-05
a31	0.5474269	0.4483257	0.0038935407	5.8859063e-05	8.735014e-06	0.000252833	3.357035e-05
a41	0.9612414	0.034826573	0.0030708094	0.00019446816	0.000630946	2.5342137e-05	1.0538516e-05
a24	0.08173691	0.1057521	0.028122386	0.27044502	0.14877473	0.36515933	9.458093e-06
a31	0.7918327	0.03386405	0.0024037573	0.016292572	0.0082683675	0.14730617	3.24618e-05
a39	0.1338807	0.013322992	0.007288912	0.34079075	0.065668315	0.43778163	0.001266542
a31	0.3357281	0.30997407	0.038756646	0.024331013	0.019199932	0.2715943	0.00041593213
a8	0.011554459	0.012264799	0.03898299	0.2830554	0.02954223	0.61816144	0.0064386963
a26	0.06651794	0.2865346	0.12269855	0.06539737	0.026911378	0.41961843	0.012321867
a23	0.024334911	0.037542596	0.046651676	0.11250718	0.020695101	0.7410045	0.017264068
a31	0.024074156	0.10794084	0.22330227	0.1824674	0.13466728	0.27738625	0.05016179
a20	0.020918597	0.023190664	0.15455513	0.30794287	0.35515705	0.06153327	0.076702476
a39	0.019922499	0.124684244	0.11598687	0.07247586	0.02306684	0.61874324	0.025120473
a11	0.012148088	0.06861462	0.15042152	0.12649186	0.11966007	0.4842163	0.038447596
a37	0.0076223784	0.051318474	0.13441832	0.1454407	0.046189208	0.57007265	0.04493827
a14	0.019772723	0.0869722	0.16635202	0.12590867	0.06955075	0.4967206	0.03472293
a24	0.032419443	0.11104364	0.16780415	0.108671255	0.06764091	0.47775927	0.03466135
a28	0.039065544	0.1117854	0.16697581	0.1021395	0.081182875	0.46642593	0.032424886
a20	0.039832767	0.09782683	0.14879827	0.09075589	0.091148816	0.4935703	0.03806717
a8	0.04333905	0.08443342	0.12542999	0.0816095	0.104895264	0.5160256	0.044267233
</S>	0.020258404	0.04041618	0.07543323	0.07952049	0.23719159	0.48194027	0.065239824
