 	lo	sentii	ee	che	arrivava	</S>
a15	0.0050349142	0.012738595	0.027426107	0.00082624296	0.9522841	0.001690003
a31	8.168348e-06	0.009626435	0.032351278	0.0009562599	0.95499736	0.0020604446
a46	1.1174126e-05	0.0008330247	0.001575265	0.00042954684	0.9971451	5.85916e-06
a8	3.6470468e-07	4.9414757e-05	0.00032572803	1.3698787e-05	0.9992305	0.00038031364
a31	1.2705212e-06	1.0080067e-05	7.378748e-05	9.620609e-07	0.9999093	4.6222367e-06
a23	7.944237e-05	7.340005e-05	0.00012625514	4.0285242e-05	0.99967444	6.1420947e-06
a8	0.00019637358	5.6815294e-05	0.0006000396	0.00024477247	0.98940337	0.009498711
a38	0.00021553879	0.0005946179	0.0026834293	0.00020330928	0.9960651	0.00023806331
a20	0.0005632039	0.00025916754	0.0011695737	0.00077871856	0.9771228	0.020106524
a28	0.000622435	0.00077705906	0.002721486	0.0021002477	0.96454793	0.029230718
a20	0.00024044704	0.0006915263	0.0022099663	0.0026683747	0.94763637	0.046553325
a23	5.3281085e-05	0.0005010598	0.0019319947	0.0022969681	0.9359965	0.05922027
a31	0.00014197874	0.0031118982	0.0032935534	0.006388953	0.88434076	0.10272287
a29	0.00027403713	0.029034771	0.022124698	0.0007673302	0.94718707	0.00061207556
a33	0.016910084	0.016532285	0.0054335846	0.022243578	0.69106734	0.24781314
a29	0.010126	0.10110991	0.023131896	0.0106968805	0.68111634	0.17381896
a27	0.011775155	0.10227656	0.02735989	0.01097919	0.70802087	0.13958834
a46	0.019677246	0.039904952	0.018004874	0.022821859	0.578063	0.3215281
a20	0.016229896	0.0683747	0.030679207	0.018229326	0.53700894	0.32947794
a31	0.013012018	0.051074	0.031048426	0.021203963	0.4738471	0.40981445
a7	0.0001483417	0.063431166	0.18072994	0.014038925	0.59328395	0.14836767
a1	0.060367957	0.047784373	0.05650455	0.04841417	0.4054997	0.3814292
a20	0.02830758	0.059148595	0.0662642	0.036945473	0.32254532	0.48678884
a31	0.01819712	0.043366358	0.053683043	0.029584654	0.24597926	0.60918957
a20	0.0006227855	0.05743692	0.1410071	0.024441928	0.26632828	0.510163
a31	0.07048263	0.026989302	0.045780674	0.056998283	0.13749948	0.6622496
a23	0.00872926	0.07280786	0.11115137	0.051326487	0.15046813	0.60551685
</S>	0.10892857	0.0145122325	0.021153752	0.06771544	0.05804561	0.7296444
