 	l	ho	sentito	quando	veniva	</S>
a31	0.0014921854	0.002545587	0.90339756	0.089304164	0.0014271424	0.0018333498
a46	3.0203428e-05	0.00014339418	0.0681955	0.9313529	0.00027804793	1.5673715e-08
a41	0.003166719	0.008235964	0.89971983	0.08872585	1.2814276e-05	0.00013884167
a31	0.012489756	0.014221514	0.92601633	0.046607353	9.466043e-06	0.0006556179
a24	0.003789746	0.0022327069	0.9731161	0.020844815	4.6650575e-06	1.1927136e-05
a31	0.03124767	0.0022449754	0.95614314	0.009818657	3.0339454e-06	0.0005424376
a15	0.28770813	0.0022137642	0.69207066	0.012778966	0.0007552839	0.0044732126
a46	0.09055261	0.0063034273	0.77470434	0.10597747	0.020387672	0.0020744335
a31	0.034287043	0.0041726213	0.5146975	0.24274233	0.20096822	0.0031322623
a0	0.010145485	0.0021332463	0.40806726	0.060134295	0.50294685	0.016572848
a41	0.029497784	0.012624453	0.03464521	0.17792621	0.7388642	0.006442097
</S>	0.0036835775	0.003003223	0.03224344	0.06422712	0.88861555	0.008227141
