 	devo	comprare	il	pane	ogni	giorno	</S>
a8	0.11211915	0.06886176	0.19635504	0.19890936	0.32817823	0.047072995	0.04850347
a31	0.10621494	0.46361685	0.31680867	0.033390097	0.07902689	0.00086524786	7.741746e-05
a10	0.034925018	0.15707837	0.09168096	0.04904358	0.55380076	0.11341535	5.5977427e-05
a20	0.44646576	0.4537045	0.052600924	0.0066650435	0.023028197	0.016999865	0.0005357771
a10	0.12471891	0.008427531	0.0026606633	0.0019942	0.06775051	0.78544843	0.008999801
a31	0.24076177	0.0063208733	0.0009932799	0.0016316507	0.026903873	0.6194303	0.10395823
a14	0.013675804	0.00397548	0.0013319886	0.00015262174	0.004348989	0.8031411	0.17337403
a31	0.023950567	0.0014408109	0.00019517804	0.00014286723	0.0016695315	0.6498373	0.32276374
a37	0.0010503577	0.00010572277	8.197954e-05	0.00012457876	7.215362e-05	0.012182116	0.9863831
a31	0.007048425	0.0041381493	0.00047538115	0.0004083998	0.00045853737	0.13833748	0.8491336
a46	0.0010026023	0.0001357395	2.8232525e-05	8.6865075e-05	5.4229582e-05	0.0058204886	0.9928718
</S>	0.0005911523	0.00028120936	0.00024336642	0.00049168966	0.00025671985	0.11524878	0.8828871
