 	i	bambini	non	si	vestono	da	soli	</S>
a31	0.8307943	0.15404385	0.006428485	2.639376e-05	0.00049975864	0.0076584867	0.00010108946	0.00044765955
a0	0.5348138	0.46014684	0.00188022	1.3487461e-05	0.00031663346	0.000538225	0.002282366	8.4281155e-06
a31	0.6280461	0.32932267	0.0063604857	3.4903674e-06	0.004114269	0.025361922	0.0037660147	0.003025088
a17	0.5141169	0.45391193	0.0070414166	5.2074165e-06	0.0034651298	0.012374326	0.0072618667	0.0018232353
a20	0.70265025	0.22359042	0.00090713974	3.7680442e-07	0.0019311698	0.025446871	0.014326764	0.031147104
a31	0.8697004	0.11617647	0.00016328698	1.5516055e-07	7.591233e-05	0.00032521563	0.010153708	0.0034048392
a37	0.9976624	0.0019805683	1.5788306e-05	1.0171754e-06	1.3702775e-05	3.0687197e-06	9.863674e-05	0.00022485583
a15	0.8061386	0.024428697	0.0029267631	0.0016865601	0.0074219718	0.06936634	0.08789141	0.00013974753
a46	0.952515	0.020836579	0.00057202345	0.0002697481	0.001157154	0.012384697	0.012170316	9.445185e-05
a24	0.7373852	0.032733005	0.0020955496	0.0039988295	0.004011176	0.039892197	0.17819606	0.0016879148
a31	0.8943409	0.04806139	0.0031476202	0.0011658298	0.008594057	0.02369791	0.02076145	0.0002308616
a18	0.09616298	0.004380655	0.0010820621	0.0008466209	0.40599686	0.45667484	0.02766094	0.0071949936
a11	0.8481879	0.09708773	0.009752044	0.0037327614	0.00657496	0.008692238	0.025784515	0.00018776639
a35	0.41175994	0.08534802	0.019570358	0.011561476	0.09356507	0.09170374	0.2822754	0.004215979
a31	0.1500541	0.049973622	0.017541772	0.008988361	0.124787234	0.08983923	0.5467999	0.012015737
a13	0.10202229	0.039918035	0.024939481	0.0028303654	0.3607276	0.07929486	0.10217808	0.2880893
a11	0.2934137	0.14117847	0.04005723	0.015809488	0.042364225	0.045011148	0.41222268	0.009943031
a31	0.1489224	0.08921077	0.03543237	0.014511809	0.06486559	0.08289886	0.5463069	0.017851312
a46	0.06183082	0.034311622	0.030519282	0.00716985	0.12401919	0.07378362	0.16572891	0.5026367
a31	0.112111725	0.08155469	0.030759213	0.019894654	0.022723462	0.062205877	0.6502991	0.020451281
a24	0.017974373	0.012774067	0.015608603	0.009719017	0.05218461	0.05445081	0.18670696	0.65058154
a35	0.06779628	0.079460554	0.03812661	0.02521087	0.0142230755	0.05844979	0.6763448	0.04038803
a31	0.015852045	0.013905609	0.009759217	0.014403736	0.015983507	0.10133324	0.7945106	0.03425211
a46	0.003256284	0.003189619	0.0052081193	0.0037057505	0.02365007	0.028552119	0.12599106	0.806447
a31	0.03689972	0.03489263	0.017308641	0.023479639	0.009068313	0.07104418	0.7591832	0.048123643
</S>	0.0035133257	0.0042194584	0.0071669654	0.007849789	0.019489802	0.033548422	0.16607745	0.7581348
