 	non	aveva	cosa	a	fare	</S>
a31	0.6375043	0.008498067	0.0069993916	0.067123994	0.045923382	0.23395084
a18	0.035325073	0.2741834	0.6876327	0.0022780627	0.0005147263	6.605838e-05
a24	0.33256212	0.0033960384	0.0015562512	0.0063490868	0.13530435	0.5208322
a20	0.11894239	0.00064305105	0.0012271481	0.0013877781	0.09094383	0.7868558
a31	0.75717896	0.0011802162	0.00010307015	5.9328697e-05	0.004301626	0.23717678
a18	0.82466626	0.002156788	0.000120969664	0.00016154096	0.0018922947	0.17100216
a31	0.38513067	0.00085400994	0.00024837896	0.009748609	0.57591254	0.028105767
a17	0.6109001	0.002371101	0.0018952859	0.052914012	0.28484055	0.047078967
a20	0.01875773	6.5347485e-05	0.0031391527	0.08274799	0.89362293	0.0016668289
a31	0.05803436	0.00025092164	0.0059355637	0.083597295	0.8458747	0.006307216
</S>	0.013227988	9.390918e-05	0.0036309727	0.07165578	0.09889828	0.81249315
