 	lo	sentii	che	arrivò	</S>
a11	0.69306034	0.30567098	0.0012134216	2.559068e-05	2.9637395e-05
a31	0.019873993	0.8088335	0.17118715	0.00010390838	1.4283587e-06
a28	0.041069735	0.8706443	0.07077383	0.017511988	1.098246e-07
a37	0.044852205	0.81122106	0.14380522	0.000104904524	1.666254e-05
a20	0.03066366	0.8287932	0.14042117	8.920572e-05	3.2836142e-05
a31	0.022224482	0.92326146	0.054465737	1.3085568e-05	3.5167857e-05
a1	0.018569702	0.978309	0.0031038495	1.6045595e-05	1.37698e-06
a0	0.9067984	0.09147746	0.001720928	3.096579e-06	1.17568014e-07
a17	0.87098527	0.10517992	0.007973941	0.015712565	0.00014840152
a31	0.7168978	0.17222373	0.020131977	0.089944646	0.0008018295
a0	0.3247982	0.6374468	0.02578891	0.010939413	0.0010267727
a46	0.0115755815	0.009457062	0.013433858	0.9647763	0.00075727666
a31	0.0036300276	0.024063779	0.0054423236	0.9641631	0.0027007312
a18	0.006358774	0.76706654	0.0056634364	0.11470003	0.106211275
a31	0.0067338655	0.012712095	0.011042232	0.96749943	0.0020123327
a39	0.008220662	0.52952516	0.0059053535	0.20076631	0.25558248
a31	0.013171007	0.014254299	0.017364968	0.9501688	0.0050409115
a46	0.018688329	0.35214671	0.009811815	0.19649418	0.422859
</S>	0.01932112	0.0093333395	0.02365587	0.9395847	0.008105088
