 	io	non	ho	cosa	da	mangiare	</S>
a31	0.8660841	0.09133889	0.0076052495	0.0016577217	0.009052269	5.717296e-05	0.024204588
a37	0.17874546	0.7406275	0.0772484	0.0021277256	0.0012474434	4.8915542e-08	3.3482345e-06
a31	0.4458872	0.54549044	0.007829924	7.719913e-05	0.00069912855	2.4533175e-08	1.6108357e-05
a18	0.6826631	0.3040961	0.009548944	0.00052414543	0.0030933295	2.488983e-07	7.420575e-05
a31	0.19255614	0.80547976	0.0017722354	7.802372e-06	6.7525296e-05	6.681728e-08	0.00011644804
a11	0.8314134	0.16757073	0.0007543749	3.076872e-05	0.00016997344	3.2374416e-07	6.052792e-05
a37	0.9296034	0.06965268	0.0006881355	7.516259e-06	4.2011376e-05	1.1259184e-07	6.0528437e-06
a15	0.98562706	0.014161337	0.00017653943	3.759177e-06	1.1067734e-05	8.667898e-06	1.1522877e-05
a39	0.93991077	0.05287577	0.0016050009	0.00030221045	0.0021657317	0.0027933898	0.0003470697
a31	0.92575	0.05618766	0.0023816414	0.00046553914	0.0033811233	0.011275281	0.00055873435
a39	0.9911293	0.0029982976	0.00063864293	0.00022492744	0.0008545673	5.2018764e-05	0.004102254
a20	0.9106732	0.038610484	0.008024279	0.0055138753	0.027362436	0.008748037	0.001067645
a24	0.8358804	0.039657786	0.011188435	0.008226976	0.048925593	0.032771356	0.02334951
a31	0.76457435	0.04013892	0.013236209	0.012371354	0.06360198	0.057631563	0.048445623
a46	0.6469064	0.04305934	0.018281572	0.023043606	0.08881337	0.02062954	0.15926617
a31	0.30899242	0.07099794	0.029060706	0.04032818	0.093784966	0.3186556	0.13818021
a3	0.09876057	0.016448574	0.014838609	0.022538029	0.13629815	0.1366678	0.5744482
a31	0.07003858	0.048972603	0.020654103	0.028382795	0.05789582	0.66779774	0.10625836
</S>	0.029318377	0.008008413	0.010838225	0.015659507	0.09514858	0.104873754	0.7361531
