 	il	vino	buono	deve	essere	invecchiato	</S>
a24	0.6466322	0.3447937	0.007627633	3.385161e-06	3.587742e-08	0.0009396767	3.3629906e-06
a46	0.98718643	0.005703072	0.0060882014	7.923786e-06	1.0577955e-09	0.0010143975	1.4367256e-08
a31	0.9855516	0.012029248	0.0023475734	1.9072626e-06	8.33187e-11	6.963485e-05	1.9170148e-08
a17	0.9669197	0.022426361	0.010546997	1.44649575e-05	2.742104e-09	9.241135e-05	6.6465735e-09
a37	0.9860788	0.012932233	0.0009884692	2.2417717e-07	9.36553e-11	2.6831594e-07	1.7368585e-08
a31	0.9955087	0.0039456896	0.0005447476	2.9154458e-07	2.255343e-09	7.3995926e-07	5.130152e-08
a39	0.9890521	0.009972933	0.0009058433	8.066512e-07	1.8557205e-07	6.75045e-05	5.19565e-07
a31	0.4041993	0.097063236	0.4959735	0.0022321912	2.0001908e-05	0.0004778711	3.393524e-05
a37	0.72405654	0.10628098	0.1602536	0.00017216762	1.1258292e-05	0.0091384845	8.6944296e-05
a31	0.10808129	0.031358305	0.8379203	0.0005520399	7.355265e-06	0.021740051	0.00034049508
a46	0.012067779	0.004290704	0.013362898	7.210523e-05	2.069675e-05	0.9698537	0.00033214112
a31	0.07596485	0.01666759	0.033229485	1.917706e-05	2.1035212e-06	0.8725455	0.0015713046
a46	0.00036600814	0.00027395078	0.00041595087	6.2304925e-06	5.335198e-06	0.99875164	0.00018083502
</S>	0.0058782147	0.002074547	0.0014031836	5.11111e-06	1.89481e-06	0.99040425	0.00023276728
