 	non	deve	magniare	la	sera	</S>
a20	0.9880454	0.0018846298	0.0045988793	0.003849223	0.00018248933	0.0014394501
a31	0.073628545	0.01450819	0.91133803	0.00052472594	2.387316e-07	2.53862e-07
a18	0.0007582479	0.0030804193	0.9960354	0.0001260219	4.004692e-08	6.3250016e-10
a37	0.9975898	0.0020720612	0.00033275862	4.7239314e-06	2.035629e-07	3.188713e-07
a18	0.99876934	0.0010584276	0.00012931618	3.646699e-05	3.2161588e-06	3.2590544e-06
a31	0.9991553	0.0006625527	0.000120317505	4.240998e-05	1.36959925e-05	5.7759007e-06
a13	0.9812825	0.0064846254	0.001212219	0.0068448	0.0038665542	0.00030919688
a31	0.30841088	0.01211429	0.018021295	0.027040008	0.62100506	0.013408453
a17	0.8580758	0.0032822818	0.0049535367	0.005579086	0.07997638	0.048132814
</S>	0.0051672407	0.0001545891	0.0041665463	0.10536347	0.86899674	0.016151464
