 	vuole	vuole	mangiato	caldo	</S>
a37	0.6971969	0.08630515	0.21420102	0.0017290041	0.00056786905
a31	0.49418986	0.49455655	0.009170703	0.0018579258	0.00022494316
a41	0.13834253	0.86156875	8.262331e-05	6.0712155e-06	8.47096e-08
a31	0.95322645	0.016859803	0.0077603	0.019003868	0.0031497176
a11	0.85664105	0.052551948	0.03777463	0.049313497	0.0037188262
a20	0.020982642	0.0019089823	0.029924156	0.9404244	0.006759867
a31	0.0064553916	0.0018073049	0.017360067	0.9731923	0.0011850188
a18	0.08644813	0.016825512	0.03270861	0.8263507	0.0376671
a31	0.0026229816	0.0009824266	0.03567955	0.9575117	0.00320331
a20	0.0018513122	0.0011842252	0.0071205054	0.91724074	0.07260319
a21	0.00010021566	0.00025618117	0.18352126	0.8140066	0.0021156808
</S>	0.00015264613	0.0007816193	0.07537516	0.9203945	0.003296031
