 	da	da	un	famoso	poeta	</S>
a31	0.3057991	0.35056615	0.007908632	0.3156302	0.0011842963	0.018911641
a37	0.4993886	0.4972791	0.00039876116	0.000500599	0.0024296395	3.3532206e-06
a31	0.1751897	0.50009966	0.00822423	0.31612012	0.00011950975	0.00024674172
a28	0.0720445	0.3892978	0.00540393	0.52942914	0.003345012	0.00047966125
a31	0.5361569	0.3258667	0.004574919	0.13192342	0.00023246143	0.0012456198
a20	0.55814457	0.3396477	0.0072666826	0.08820325	0.0044578183	0.0022799044
a13	0.9412668	0.045724303	0.0057203225	0.0065205917	0.0005427697	0.00022522778
a39	0.88552123	0.027128505	0.0102467425	0.00067681406	0.069046445	0.0073802867
a31	0.22868237	0.0272227	0.01211827	0.00033454702	0.6754611	0.056180954
a35	0.55741525	0.018146846	0.012240917	0.0003129462	0.0439138	0.36797023
a31	0.06289458	0.019639092	0.008875777	0.0004593523	0.8949504	0.0131807495
a17	0.116298795	0.14437625	0.019437205	0.09616284	0.18801448	0.4357104
a31	0.06604629	0.020092694	0.009987836	0.0010035363	0.85461575	0.048253957
</S>	0.011850943	0.025950093	0.004830119	0.037195127	0.040271252	0.8799024
