 	qui	dentro	deve	mettere	un	tappeto	</S>
a20	0.000163274659667	0.000121042720658	0.0175324722	0.014402658439	0.0978892445	0.00554346148	0.864347845
a31	0.000164597890222	0.000121069040687	0.0173879561533	0.0144009993147	0.0599493860667	0.00554109859987	0.902434875
a4	0.000301785117074	4.06813264303e-05	0.00881227913777	0.00493642090657	0.0373938552556	0.00196463232982	0.946550335
a46	0.000366610015691	1.40149916601e-05	0.00612275747926	0.00218031153552	0.0603817317519	0.00080960298994	0.930124958333
a31	0.00014492589013	4.83831031437e-06	0.00228996209309	0.00115906445851	0.0704294712506	0.000322632728313	0.925649099444
a28	5.0589644429e-05	1.62253051194e-06	0.000883916157697	0.00046877772617	0.109747821084	0.000124416634438	0.888722879815
a27	1.68667214398e-05	5.40870357578e-07	0.000389475572566	0.00023506835739	0.177398330361	4.45995188127e-05	0.821915139938
a31	5.65259497437e-06	1.80378099108e-07	0.000813029084189	0.00011380832213	0.155195386787	3.85856736042e-05	0.843833359979
a49	1.91373044722e-06	6.0214536982e-08	0.000939250290396	4.822073501e-05	0.270503988929	3.61834464327e-05	0.72847040666
a23	6.3877560524e-07	2.01357946833e-08	0.000608981739132	2.07566396367e-05	0.509130989643	1.26829910088e-05	0.490225968887
a31	2.1393272978e-07	7.08322330443e-09	0.000519779009711	1.99102472122e-05	0.614299763214	6.04622223627e-06	0.385154282962
a29	7.15346169943e-08	2.68946568814e-09	0.000214111834704	1.57721863207e-05	0.754898504405	3.21438032358e-06	0.244868323654
a17	2.38520519498e-08	9.28934086047e-10	7.59312217013e-05	8.83441502357e-06	0.900338634802	1.07306319211e-06	0.0995755245513
a20	7.95812914327e-09	3.33723002016e-10	2.97907709338e-05	8.69770267452e-06	0.950589344934	3.5962512847e-07	0.0493718075171
a17	2.65682467032e-09	1.19289529672e-10	1.03491062246e-05	7.78835132484e-06	0.943017281645	1.2114973729e-07	0.056964477839
a31	8.86397909173e-10	4.2625519224e-11	3.57248217487e-06	1.35519488749e-05	0.821906027215	6.00903928967e-08	0.178076795946
a20	2.96774787558e-10	2.06710960747e-11	1.33003766829e-06	2.71920092916e-05	0.655841575738	1.05613601966e-07	0.344129768649
a31	9.9920350086e-11	1.27380486916e-11	5.14533705763e-07	2.57687530972e-05	0.613423858579	1.03272103922e-07	0.386549742883
a3	3.8690248262e-11	1.24339513564e-10	1.08550066159e-06	0.000123951862032	0.60474433286	2.11126161124e-06	0.395128504294
a31	1.82122250973e-11	1.61131831721e-10	1.2719484188e-06	0.000154741360111	0.664573490953	2.77934726027e-06	0.335267681431
a8	6.92351974243e-12	5.86644044403e-11	4.357363622e-07	5.5467549137e-05	0.695088396984	9.33472226613e-07	0.304854747144
</S>	4.60844742121e-12	3.59770322201e-11	2.346452176e-07	3.27545240685e-05	0.627163648492	4.77143838306e-07	0.372802883572
