 	deve	che	entra	da	qui	</S>
a31	0.0620052891541	0.078652560847	0.4979700765	0.259234196279	0.098091206	0.00404668665
a21	0.065093072718	0.0897437702823	0.272026993167	0.41128611876	0.144233595333	0.0176164199833
a31	0.0321290815727	0.0451390859274	0.267571444389	0.426623459587	0.200558238444	0.0279786776611
a20	0.0180685283729	0.0216558272758	0.35287915813	0.402919066529	0.185800227481	0.018677211387
a11	0.0060390824886	0.00999984932527	0.62035563271	0.26652809551	0.0880334064937	0.00904395796233
a31	0.00201341675046	0.00366534454176	0.84061129757	0.09786724474	0.0515042424979	0.00433846871078
a37	0.000671282148838	0.00128325429592	0.906090352523	0.0328470788167	0.0571583484993	0.00194969600693
a31	0.000223760956838	0.000431788227973	0.939608617508	0.0111344003427	0.0476163808331	0.00098507196231
a8	7.45870664702e-05	0.000144720147011	0.848488439169	0.0037400016714	0.146689588278	0.000862689134103
a31	2.48623558547e-05	4.83626708373e-05	0.769663813056	0.0012751086202	0.218567289426	0.0104205849447
a46	8.28745195957e-06	1.61247310563e-05	0.556147597019	0.000460313953133	0.418373906475	0.0249937699816
a31	2.76248399056e-06	5.37563406485e-06	0.270286295006	0.000188867276078	0.563152202158	0.166364494994
</S>	1.38124199572e-06	2.68798865619e-06	0.233152202503	9.6165320589e-05	0.464222016079	0.302525567497
