 	l	ho	sentito	quando	veniva	</S>
a31	0.000228721330625	0.00053903892	0.014439668205	0.933522195	0.0411475172	0.0101228509
a46	0.000228633402058	0.00053619898305	0.0163335510683	0.958284148333	0.0205651500333	0.0040522951
a41	7.62127053932e-05	0.0001790598525	0.0075461393561	0.962901282778	0.0197425728444	0.00955471456667
a31	2.61498506554e-05	7.70659526e-05	0.00304936738537	0.958256940926	0.0263434476148	0.0122470433889
a24	9.46094310281e-06	4.28694572512e-05	0.00135957276043	0.968316160309	0.0245621992049	0.00570970046297
a31	3.17210243362e-06	1.47167864349e-05	0.000457024944788	0.926243853436	0.0655320130683	0.00774911328766
a15	1.07580398054e-06	5.33209745097e-06	0.00015615884776	0.901492097812	0.0900085153561	0.00833674526255
a46	3.58616655973e-07	1.77903656567e-06	5.20803080893e-05	0.779278579271	0.217093356119	0.00357382512085
a31	1.19538894788e-07	5.93029156796e-07	1.73699454937e-05	0.428645519757	0.333248285373	0.238088107574
a0	3.98464871253e-08	1.97690170204e-07	5.7909620361e-06	0.165587783252	0.279304471791	0.555101702525
a41	1.32823664898e-08	6.59127509697e-08	1.93288730127e-06	0.0765911174173	0.206570367264	0.716836494175
</S>	6.64120813222e-09	3.29605782638e-08	9.68859465535e-07	0.0483689682086	0.154482333632	0.797147712087
