 	io	non	so	cosa	è	da	scrivere	</S>
a48	2.95652281e-06	6.4241373e-06	9.6501191e-05	0.0435841985	0.18623476	0.227743358	0.308892835	0.2334389735
a31	1.02417937333e-06	3.27971981e-05	4.22986206667e-05	0.0373718899333	0.174834915	0.349017769333	0.192605585	0.2460937135
a14	3.57705709643e-07	3.92060276e-05	1.44058494556e-05	0.0131983430778	0.0725170663333	0.420433816444	0.178062418333	0.315734387833
a37	1.20278354271e-07	1.34364972243e-05	4.90591513187e-06	0.0081060456926	0.138626251778	0.478108165481	0.155856671444	0.219284417611
a10	4.0192431698e-08	4.48511779665e-06	1.66585626713e-06	0.00622121532087	0.266070070593	0.523966548494	0.0951460958147	0.108589879637
a31	1.3408251492e-08	1.49651992704e-06	5.81663248887e-07	0.00304822576362	0.208102451198	0.399159915165	0.268658261938	0.121029068646
a28	4.47744831397e-09	5.00314588695e-07	2.20196771045e-07	0.00184923830789	0.0814772293993	0.367066704055	0.412063070646	0.137543033882
a31	1.4926258972e-09	1.66778033573e-07	7.3400204635e-08	0.00061676892868	0.0346041714831	0.336015526885	0.244745385215	0.384017885627
a42	4.97885395076e-10	5.55941321477e-08	2.44680122691e-08	0.000205839235807	0.0119602429777	0.133231241162	0.273577693405	0.581024878542
a23	1.66304467526e-10	1.85325507062e-08	8.15608754786e-09	6.86450428357e-05	0.0044254083959	0.066646197054	0.330248337802	0.598611359514
a8	5.54365265962e-11	6.17752510765e-09	2.71878444261e-09	2.29081648861e-05	0.00151407729797	0.0239025337513	0.246492325934	0.728068119838
</S>	2.77192333291e-11	3.08876392294e-09	1.35940170377e-09	1.14547423244e-05	0.000764842492985	0.0127026039757	0.243400552967	0.743120509919
