 	lui	sapeva	che	oggi	stava	per	fare	freddo	o	freddo	e	non	poteva	fare	il	bagno	</S>
a39	7.02480635e-09	8.88583359e-08	3.35894415e-07	6.95560693e-06	5.6368945e-05	0.000913416655	0.009425342908	0.0462821926148	0.2287903245	0.0764225429325	0.000315795075	0.0882911775	0.530484275	0.003285664065	0.011075225	0.00235835011	0.002291964665
a31	2.23413211167e-08	2.01261198633e-07	7.39499171667e-07	9.82474331e-06	5.1563815e-05	0.001189820585	0.013391418636	0.0487572662049	0.4459115415	0.0816427496442	0.000271941123	0.0956217788333	0.253375458333	0.00365260538833	0.027455545	0.0258863984433	0.00278111378833
a20	2.48970761146e-08	1.84379069878e-07	1.10244802389e-06	1.52631641033e-05	7.18662016667e-05	0.001894344795	0.040146587212	0.0660086974016	0.5610364305	0.0499944518814	0.000143065892333	0.0574689559444	0.142357126111	0.00292797336278	0.0404988613333	0.0355669462811	0.00186812509611
a31	8.32383868053e-09	6.6241343926e-08	8.14491779163e-07	1.39875997433e-05	6.84746839819e-05	0.00182715428599	0.0450946196261	0.0693092144272	0.377068586067	0.0343025374271	0.000112815109111	0.0388700889815	0.065027459037	0.00282610678759	0.0531413481111	0.311207228894	0.0011295402587
a21	2.79593517096e-09	2.25656536087e-08	3.39568120921e-07	5.54353148993e-06	2.90056984203e-05	0.000630156639653	0.0151670525308	0.0250138691024	0.127381081489	0.0118519977257	0.0111410405614	0.32196720666	0.0258811550123	0.0100482300625	0.047859060037	0.402230875131	0.0007933893929
a31	9.45133457773e-10	4.92545123203e-07	6.83359386364e-06	8.33477769664e-06	2.20864144734e-05	0.000240467895551	0.00521681412827	0.0103761795875	0.044932371863	0.00436479342523	0.0188759871871	0.716674395553	0.0143788176708	0.0134068604875	0.0213318373457	0.148821935877	0.00134183731097
a13	3.28223853338e-10	6.50193339834e-07	9.19153814121e-06	1.03670695655e-05	5.37570181578e-05	0.000231456707517	0.00238803516076	0.0052942710825	0.017829467621	0.00175967964174	0.0237053540624	0.851452311851	0.0125847442236	0.00803736262917	0.0106587916819	0.064554701159	0.00142989992366
a8	1.09570041243e-10	2.19221724245e-07	4.15057906707e-06	1.19053108552e-05	8.33002413859e-05	0.000293719485839	0.00177335638692	0.0043041560275	0.0108215677403	0.00103405871391	0.0258471476875	0.89995090395	0.0102754974079	0.00875039887639	0.00832169746063	0.025819511253	0.00270843809455
a24	3.66591220237e-11	7.47500861483e-08	2.38395762236e-06	1.26092249517e-05	0.000113296813795	0.00061649929528	0.00442565252897	0.0153649806758	0.0331464619134	0.0021487619713	0.0140458534958	0.847676587983	0.011143742136	0.0201884022921	0.0262014134869	0.012098798451	0.0128145448315
a8	1.22554295182e-11	3.13970712494e-08	4.82282197412e-06	4.70364406506e-05	0.000259256654598	0.00107632103176	0.00612361607632	0.0192235028919	0.0518892919711	0.00265028722377	0.00698704966527	0.651671225994	0.0162108810453	0.0234938514307	0.045138357829	0.0224488471837	0.152775670944
a31	4.1515798404e-12	1.99101900416e-07	8.4843732658e-05	0.000306400470217	0.000769911728199	0.00134856694392	0.00376053855877	0.00777886306397	0.0391975403237	0.00136958736126	0.00450411025509	0.405310385331	0.0387778016818	0.0117460260436	0.037842964943	0.229944652395	0.217257646981
a29	1.48634313013e-12	2.52548833805e-07	0.000112448770553	0.000373469823406	0.000960045276066	0.00226604138131	0.0123361968196	0.0133140774547	0.0398119871079	0.00177595377375	0.00369357298503	0.424020451777	0.0657077392273	0.00785087691453	0.030414134981	0.284912526798	0.11245024966
a31	5.65075241043e-13	1.33355301602e-07	7.40784681843e-05	0.000361320564469	0.00117436582536	0.0028484287271	0.0154933823065	0.0151300815382	0.0630794477026	0.00192997266792	0.00281566403834	0.376778547926	0.126235276409	0.00631236438818	0.030252698327	0.296026818266	0.0614874538867
a37	2.62127628014e-13	9.5101416534e-08	6.74979787281e-05	0.000376910088156	0.00129248524179	0.00326271150903	0.0191505774688	0.0171909872327	0.0919860425675	0.00371461303264	0.00157193735611	0.254235506642	0.201990722136	0.00755897354606	0.050577955109	0.308370000755	0.0386530282956
a8	1.65894799338e-13	5.3535353178e-08	4.28010209094e-05	0.000345096396052	0.00261210384726	0.00782619283634	0.0315986388229	0.0203616624109	0.220131324189	0.00440558121088	0.00116196720204	0.223251572214	0.198636937379	0.00814642204869	0.0608004660363	0.135198720918	0.0854804530985
a31	7.7955411946e-14	4.2367973726e-08	3.01341213031e-05	0.000435798875351	0.00429281361575	0.0103669649454	0.024488974741	0.00984897583697	0.269454981396	0.00183995457029	0.000488034862347	0.0897679627713	0.180578619126	0.00311116303956	0.0419854520121	0.218463046306	0.144847067699
a1	3.93556561487e-14	2.93481995753e-08	2.19990587677e-05	0.000385914245117	0.00514862327192	0.0142330799818	0.0265180573803	0.00580800644566	0.265622633799	0.00113075322343	0.000195791567116	0.0338307712904	0.186132043042	0.00139547555652	0.0389819763374	0.286274428769	0.134320389233
a31	3.05380033829e-14	2.95816818584e-08	2.52962455892e-05	0.000607300258372	0.00793955295731	0.0196158413273	0.0284943697934	0.00442846986189	0.299795041266	0.00088154556781	9.2790886372e-05	0.0148353525835	0.208144777681	0.000779669962173	0.0323050547791	0.21565814959	0.166396716411
a17	6.70369891276e-14	4.63411919528e-08	4.56344601964e-05	0.000736702596124	0.0090402345191	0.0262477761091	0.0599710879311	0.0116155832006	0.310386973755	0.00155781204927	4.3384291124e-05	0.00984229968117	0.236338085894	0.000671721544058	0.027162381593	0.140950649863	0.16538963547
a31	7.75235897092e-14	4.57071179843e-08	4.97147200655e-05	0.000890118308708	0.0121721127064	0.0333406810364	0.0705711116437	0.0139083236669	0.323771781252	0.00173257692309	2.4349625308e-05	0.00804132420372	0.210828831965	0.000621177326353	0.0228298549977	0.0677781099543	0.23343986849
a17	5.60806765697e-14	4.70801416614e-08	5.04584266885e-05	0.000929653416236	0.0128729205688	0.0325707246788	0.0554803395479	0.0108632658223	0.350491133751	0.00144433798103	1.08002367027e-05	0.00444758904457	0.198912150655	0.000390400287118	0.0178632171326	0.0382594779848	0.27541345283
a31	4.49593241899e-14	4.33478974205e-08	4.36800008962e-05	0.000626726718745	0.0107261715229	0.0290971558929	0.0491162101826	0.00978819307743	0.338343194584	0.00131639475701	5.68217923423e-06	0.00321909738052	0.168560250218	0.000309678355106	0.0154544625775	0.0190409299949	0.35435212761
a20	3.764395673e-14	2.70255450068e-08	4.65172189654e-05	0.000514199862915	0.0088813189743	0.022617227631	0.0364892053942	0.0103845074958	0.300473088195	0.00237930848234	3.45716651141e-06	0.00337910149251	0.180403286739	0.000562566711102	0.0238221467258	0.0113536253316	0.398690419203
a31	3.42134118767e-14	2.02876341023e-08	4.56534233218e-05	0.000368810277638	0.0061942296581	0.016938872877	0.0314057041981	0.0105533493286	0.263751996065	0.00272104551745	2.5989787238e-06	0.0034265014995	0.173597472246	0.000646073406701	0.0264264583419	0.00735340744387	0.456567829734
a20	2.59857282589e-14	1.32629298008e-08	3.70064281073e-05	0.000291036149213	0.0050814393527	0.0137215552923	0.0225090777994	0.00823192893953	0.227071948688	0.00307657629582	1.72325752793e-06	0.00291173090183	0.166278694082	0.0007155500719	0.031221748214	0.00548195848129	0.513368043245
a28	4.75830040863e-14	1.13531338669e-08	3.53810140358e-05	0.000209728739738	0.00253563011757	0.0082615063641	0.0191808197998	0.00803021621318	0.180347618896	0.00384884553194	1.63120325598e-06	0.00588514803394	0.217602104694	0.00102971049063	0.0434800094047	0.00427395449376	0.505277714415
a13	5.36361813621e-14	5.38662425563e-09	1.42049286453e-05	8.15190857793e-05	0.00096647817819	0.00313297476637	0.00715828674993	0.00333602003773	0.077042012632	0.00213833467731	1.65810679866e-06	0.00862107701131	0.188220228231	0.000868364263543	0.0338194061349	0.00337831883125	0.671221118138
a39	4.26218891207e-14	2.37518259188e-09	4.94830023177e-06	2.79887054931e-05	0.000334323195063	0.00108294868612	0.00244411928831	0.00116862263891	0.030318813144	0.00099322591577	2.08687826622e-06	0.0116496613371	0.161583952744	0.000800013707848	0.0314980897116	0.00657915027708	0.751512059379
a20	6.04785850402e-14	9.27594929627e-10	1.98627572726e-06	1.21001816644e-05	0.000125785788354	0.000384846864373	0.000835042253103	0.000406712883637	0.0111495097147	0.000490461045257	1.48479173874e-06	0.0172760074457	0.118039680915	0.00104376485595	0.0407181179039	0.00883669242569	0.800677819793
a37	1.1638910168e-13	3.47357872209e-10	1.19109530909e-06	8.67816668813e-06	6.4637160118e-05	0.000164098183791	0.000306545522368	0.000154686235546	0.00417119185823	0.000305778231752	8.5502752958e-07	0.0319844588152	0.0809047749717	0.00138079681865	0.0458056193013	0.00913279080856	0.825613886598
a23	1.02149911127e-13	3.63392907403e-10	7.10594858363e-07	5.30543547604e-06	4.11850680393e-05	9.99396252637e-05	0.000141020723456	7.71639528487e-05	0.00812800517274	0.000224018480584	2.10527700986e-06	0.0297712354051	0.116127972991	0.00111046363955	0.0383328491004	0.0139111206029	0.792026882199
a37	1.19048124276e-13	4.71742782468e-10	5.99285874788e-07	3.60800640535e-06	3.13856373464e-05	7.57393134212e-05	8.30106678187e-05	5.04641296162e-05	0.00944006312425	0.000223560710195	3.32035060329e-06	0.031213954935	0.13591885433	0.00111264684652	0.0320532917001	0.0165077958676	0.773281680733
a31	1.25223224759e-13	6.40037660823e-10	6.21972681596e-07	3.95832700178e-06	8.46469297821e-05	0.000185035607807	0.000142261192606	8.28215942054e-05	0.0266410431081	0.000231101416732	2.93214036776e-06	0.0311838197117	0.153643811443	0.00104640900217	0.0259274855667	0.0130144512892	0.747809570244
a28	1.69909881586e-13	7.33288610274e-10	1.86864475053e-06	1.26211852006e-05	0.000142794616594	0.000268077839269	0.000183491392202	0.000101344790068	0.0323978259694	0.000236934405577	2.36768745592e-06	0.0232393259706	0.146694415814	0.00157161018739	0.0281584141889	0.0119928610964	0.754996013415
a31	1.84146775195e-13	6.52491270091e-10	2.28936290351e-06	1.55537014335e-05	0.000149500048865	0.00027338123309	0.000189337282067	0.000109183632023	0.0333697769231	0.000241117628526	1.95270181864e-06	0.0204339874902	0.144390780605	0.00173954631913	0.029312590063	0.0116900020321	0.758080984472
a8	6.5689318065e-14	7.0580760003e-10	8.96303294503e-07	6.52866346783e-06	0.000108782881622	0.00023387470303	0.000181199377356	0.000115666792341	0.039786654641	0.000295209736175	4.14628583955e-06	0.0094722366634	0.195653070202	0.00105400379638	0.0309909346877	0.0176989326774	0.704397861491
a31	2.60451751217e-14	7.8532040001e-10	4.07085201501e-07	3.12817991261e-06	7.6958035874e-05	0.000179336149677	0.000146421605785	0.00010189825578	0.038482872547	0.000322040588725	5.16768104652e-06	0.0057944458878	0.216142130067	0.00083878875546	0.0323227408959	0.0202867115591	0.68529695383
a28	1.38802965807e-13	6.45987573337e-10	1.8492652305e-06	1.60072964375e-05	0.000129533761958	0.000218382423226	0.000148898398595	9.488531626e-05	0.0319659657623	0.000275868916242	2.82592464884e-06	0.0114054172959	0.169503200022	0.00129842720849	0.0305461162986	0.0174752111864	0.736917417943
a24	2.30761715269e-13	3.61880731112e-10	2.32518853017e-06	2.00838820792e-05	0.000117743598653	0.000159692848742	9.68438355317e-05	6.157661942e-05	0.0115287554341	0.000309333058747	1.59993101628e-06	0.020886171432	0.136734260007	0.00153165608283	0.0297263454329	0.0313457870621	0.767477839314
a31	1.3346712859e-13	3.45020463704e-10	8.93462300057e-07	7.99850135973e-06	9.9120197551e-05	0.000210343923914	0.000127601787844	6.414406114e-05	0.0257083874114	0.000260302749582	1.17974743876e-06	0.015054527464	0.159260326669	0.000691099424277	0.0216266951443	0.0307567020207	0.746130693105
a20	1.06993086363e-13	3.02122879235e-10	7.55710403352e-07	8.35258918658e-06	0.00010877979785	0.000241680561305	0.000141554466615	6.04579767133e-05	0.0301262142371	0.000163219781527	6.9071474292e-07	0.00751775534133	0.12108671889	0.000522181008092	0.0270578717148	0.0153475223402	0.797616277702
a35	9.8866484121e-14	1.52171422412e-10	6.82552361117e-07	7.98679216219e-06	6.23248406167e-05	0.000116979051768	7.2476777205e-05	3.84306669044e-05	0.015451057179	0.000114934485509	4.42899710973e-07	0.00530448164711	0.122259592963	0.000467366059364	0.0318716512383	0.0153122887801	0.808919325901
a31	3.4839083807e-14	1.36606375471e-10	2.77451510372e-07	3.17319085406e-06	3.68893302056e-05	8.57676519227e-05	6.22467800683e-05	3.98316156348e-05	0.0178757470597	0.00013338236517	5.67653070324e-07	0.00235304592237	0.143141965988	0.000248913713121	0.0259328070794	0.01454123426	0.7955441553
a23	1.66392320357e-14	4.1985266849e-10	1.75096913457e-07	1.62937651802e-06	4.03495840685e-05	0.000116067570641	0.000104565513356	7.25187452116e-05	0.0228785106866	0.000351524411723	5.47816515677e-06	0.00456588168079	0.177051650329	0.000724539824374	0.0314048523598	0.0340535600867	0.7286287151
a31	1.08673200786e-14	5.45889189497e-10	1.39470031152e-07	1.07171413934e-06	4.03041760228e-05	0.00012074489688	0.000115677221119	8.38861900705e-05	0.0245059328955	0.000458835687241	7.60674365226e-06	0.0054858449936	0.200881446776	0.000940024991458	0.0355294547866	0.0443738850289	0.6874551417
