 	avete	cucinato	le	verdure	</S>
a20	0.00210604844185	0.0143087821825	0.31881550797	0.608373025	0.056396666
a31	0.021731683914	0.0151011947942	0.59257054599	0.312226473667	0.0583701186667
a37	0.0268788134947	0.00583508104207	0.478490262663	0.205022089889	0.283773772889
a10	0.00896820018596	0.00195119199396	0.166549939538	0.176643869963	0.645886810963
a20	0.00298946100728	0.000651315997898	0.0556443999161	0.0992444039877	0.841470436988
a28	0.00099649304317	0.000217111143659	0.0185495254392	0.0369139452292	0.943322912329
a20	0.000332165361764	7.23704954656e-05	0.00618321363777	0.0127986939431	0.980613537443
a33	0.000110721902448	2.41236646114e-05	0.00206150334301	0.0326225736144	0.965181079148
a8	3.69073694085e-05	8.0420309041e-06	0.000687746870837	0.0438382368715	0.955429046383
</S>	1.84537461029e-05	4.02203111415e-06	0.000344121541018	0.0292668119358	0.970366553192
