 	devo	pulire	l	albero	</S>
a39	0.0073183848	0.579114035	0.0662707925	0.158544352	0.1887524795
a31	0.0813820069333	0.541617755	0.0651401681667	0.130397411033	0.181462682967
a35	0.101877817978	0.754726551667	0.0283632510556	0.046241035711	0.0687913584557
a31	0.0357748579927	0.674120217222	0.185188688019	0.046151880237	0.0587643584852
a20	0.0132975171984	0.332114804074	0.495822682673	0.0923937967457	0.0663712174951
a31	0.00443267775219	0.204535556358	0.633304447558	0.114713850249	0.0430134958317
a37	0.00147765691645	0.157549470986	0.476046675853	0.335331511416	0.0295947002772
a1	0.000492554068558	0.0956122791953	0.392288418618	0.468911537139	0.0426952084257
a20	0.00016418757954	0.0746169400118	0.326233949539	0.483757229046	0.115227676142
a31	5.47308507875e-05	0.0678358169506	0.16693102818	0.611746926349	0.153431498714
a39	1.82438295617e-05	0.0655350717169	0.0961984457267	0.712272898783	0.125975350905
a10	6.08149221285e-06	0.0220327272546	0.0359597106322	0.776586339594	0.165415151635
a29	2.02718856929e-06	0.00735640048753	0.0122920196074	0.614328996531	0.366020583878
a46	6.75734531885e-07	0.00246699787218	0.0047833543758	0.478885532177	0.513863471293
a31	2.25245360273e-07	0.00091387326006	0.00249159292527	0.415666910726	0.580927400431
a20	7.50827645088e-08	0.00038537143132	0.00120732632676	0.477317283575	0.52108992681
a13	2.50291295816e-08	0.000129029518473	0.00044279965092	0.525648954525	0.47377919227
a20	8.34403441001e-09	4.31878238043e-05	0.00015248643564	0.442494611508	0.55730972409
a31	2.78161888085e-09	1.46902967148e-05	5.550823888e-05	0.316537663169	0.683392141363
a11	9.28081244653e-10	5.2549578516e-06	3.815453296e-05	0.299340833723	0.700615737121
a17	3.10273658844e-10	1.8908772822e-06	4.528453832e-05	0.385985621241	0.613967172374
a20	1.03829666808e-10	6.78225705733e-07	3.150795024e-05	0.33534001708	0.664627767458
</S>	5.2461264404e-11	3.56292392867e-07	1.739572232e-05	0.31275060854	0.687231618729
