 	non	ha	da	mangiare	</S>
a31	0.00168604765375	0.00065512595725	0.16129589184	0.78020765	0.0561552735
a20	0.00168602474943	0.00065608900255	0.188464548947	0.70299515	0.1061981745
a31	0.000562988403488	0.000241822244317	0.162774564649	0.735299583333	0.1011210465
a41	0.000188674691933	0.000103332762972	0.128110208483	0.822441874444	0.0491559041667
a10	6.30896456943e-05	4.0763037524e-05	0.064201003761	0.912414014815	0.0232811230556
a31	2.11860823086e-05	1.87333499347e-05	0.0418868870937	0.942249714938	0.0158234896852
a15	7.06309226955e-06	6.27340966707e-06	0.0141905284479	0.959146104979	0.0266500255617
a31	2.35437503027e-06	2.09192386843e-06	0.00479682372498	0.746498454993	0.248700276854
a39	7.84791760115e-07	6.9731150331e-07	0.00159908071957	0.372465866331	0.625933578951
a37	2.61597282709e-07	2.32438348954e-07	0.000533042000229	0.13969636611	0.859770096317
</S>	1.3079866663e-07	1.16220701361e-07	0.000266529422327	0.073313207055	0.926420023159
