 	sta	seduta	nel	giardino	nel	giardino	</S>
a33	0.000313653277775	0.00037243809	0.03131621675	0.26005818	0.222943618	0.4649817	0.02001415
a31	0.000319377572592	0.000374697104333	0.0364050429167	0.48962957	0.277746386	0.173990370667	0.0215344612
a20	0.000112386887414	0.000128036398128	0.0615349259722	0.61773016	0.248466295333	0.0616978742223	0.0103302160667
a31	3.74687499933e-05	4.29374455327e-05	0.0642128626641	0.41463154	0.463816665111	0.0516913697408	0.00556710425557
a20	1.24909935787e-05	1.43416216642e-05	0.0222108342947	0.214329623333	0.683752275037	0.0762769549136	0.00340344288519
a38	4.16367786335e-06	4.8045667324e-06	0.00909915883157	0.190308337778	0.693279378346	0.0971208266379	0.0101833153284
a31	1.3879143374e-06	3.1834757418e-06	0.00542736161052	0.211603822593	0.575492609449	0.193386373879	0.0140852567761
a29	4.62654618398e-07	2.6353102096e-06	0.00352341601684	0.216033254198	0.515016686483	0.254799154626	0.0106244009254
a20	1.54222453193e-07	8.87851935033e-07	0.00155923044561	0.163020186733	0.630016852161	0.188834561542	0.0165681693085
a31	5.14095690468e-08	3.04544433511e-07	0.000826558855203	0.139161890911	0.53033329072	0.308564673847	0.0211132597695
a20	1.7137124741e-08	1.08437446504e-07	0.000480651370401	0.11331613297	0.49063868024	0.375344061282	0.0202203375898
a46	5.71300397128e-09	3.71140967547e-08	0.0002793853388	0.132706753657	0.560161326747	0.250479283761	0.0563731788633
a31	1.90438692242e-09	1.26511217882e-08	0.000198045431267	0.147142222552	0.381012158916	0.35962143792	0.112026102954
a20	6.34991409719e-10	4.39504564607e-09	8.70155524223e-05	0.0800307065173	0.412066236305	0.386801749307	0.121014274318
a31	2.1185769199e-10	1.60196326136e-09	3.84838194741e-05	0.0513123431724	0.408022575435	0.360092586436	0.180534004773
a39	7.06979436432e-11	6.57974859787e-10	2.26553524914e-05	0.0449869243908	0.360572021812	0.378527528812	0.215890871591
a0	2.36863631011e-11	3.67563074929e-10	1.40982331638e-05	0.0513860764636	0.440231773937	0.295434942937	0.212933133864
a20	7.94853760437e-12	1.59567398643e-10	6.42534793527e-06	0.0431846952879	0.319442754646	0.392723534312	0.244642611288
a23	2.66117279479e-12	6.0335856681e-11	2.22429216576e-06	0.0227858052293	0.192583994882	0.450951648104	0.333676310429
a31	8.88467880563e-13	2.11739653603e-11	8.99823495253e-07	0.0198346997431	0.128799996294	0.325155719368	0.52620863681
a20	3.05971081154e-13	1.35823737868e-11	3.90810798418e-07	0.0112345387144	0.087485710098	0.417284679789	0.483994645603
a31	1.11586053871e-13	1.05586422989e-11	1.56233409473e-07	0.00600417147147	0.0628802656993	0.41642291993	0.514692481868
a46	4.0732569777e-14	4.2473547803e-11	4.65382046491e-07	0.00526945005716	0.0403830898998	0.425395566643	0.528951430623
</S>	2.52846493885e-14	7.95930239015e-11	8.21333923246e-07	0.00447351072858	0.0321667934499	0.595746763322	0.367612120311
