 	che	consuma	poco	benzina	</S>
a31	0.0462131540913	0.041026401	0.334143880909	0.5650657	0.013550879
a41	0.0462175907428	0.0670283503333	0.60647964697	0.255963434667	0.024311001
a31	0.0162026836933	0.242506136778	0.482707209657	0.224368182889	0.03421584
a28	0.0061945335961	0.373712288926	0.170884106552	0.41827540763	0.0309336903333
a24	0.00206612034041	0.233804867309	0.058737158894	0.67736226921	0.0280295874444
a31	0.000688711512256	0.0933412637697	0.0195881684012	0.861542409737	0.0248394438148
a11	0.00022957106108	0.0377374617732	0.00653309472741	0.935458143246	0.0200417542716
a31	7.65236887092e-05	0.0132037776077	0.00217773232703	0.942964957749	0.0415770560905
a46	2.55078963391e-05	0.0047951897478	0.000725927810156	0.945002842583	0.0494505520302
a31	8.50263211557e-06	0.00159905946268	0.000241976094353	0.907578894194	0.0905715856767
</S>	4.25131605804e-06	0.000799598483605	0.00012098805798	0.854019617097	0.145055572838
