 	le	melanzane	vogliono	girate	</S>
a31	0.00043053201895	0.01603117	0.616931665	0.2480590585	0.118547565
a35	0.00042951707722	0.00708297853333	0.565849111667	0.0952764411667	0.331361948333
a41	0.000143191769109	0.00350309377778	0.283871293889	0.0346444293889	0.677838016111
a10	4.77409286837e-05	0.00152862951926	0.136614223296	0.0134683228963	0.848341128704
a18	1.59143899035e-05	0.00053385464902	0.055623388932	0.00517146423543	0.938655399568
a35	5.30480154509e-06	0.00017869828684	0.0199801755107	0.00184141717514	0.977994399856
a31	1.76830747429e-06	6.11936443467e-05	0.0146245358702	0.00363606131838	0.981676433285
a34	5.89475034493e-07	2.17126526816e-05	0.0126163839912	0.00419501750603	0.983166264428
a8	1.96491759309e-07	7.24062289874e-06	0.0045234678649	0.00224317946858	0.993225874809
a31	6.54973338672e-08	2.41660995366e-06	0.00182763067013	0.00161652538286	0.996553324936
a8	2.18325000239e-08	8.05942554929e-07	0.00067829052521	0.00123923345429	0.998081628312
</S>	1.09163324603e-08	4.03569060164e-07	0.000439486392605	0.00163070022714	0.997929394156
