 	mi	sono	vestito	</S>
a39	0.00483286793788	0.076625625068	0.678955575	0.2395859135
a11	0.00484181278263	0.127410161689	0.558972408333	0.3087755945
a13	0.00162595630671	0.138946543896	0.603732602778	0.255694894833
a18	0.00054587880647	0.128977761299	0.626786580926	0.243689774944
a31	0.000185891245557	0.119206050433	0.676161373642	0.204446661648
a37	6.5048315329e-05	0.079459967811	0.586702571214	0.333772387216
a15	2.17421724143e-05	0.027010721789	0.546294503738	0.426673052405
a31	7.25139256647e-06	0.00902384452367	0.715997384579	0.274971544135
a46	2.41765830842e-06	0.00301083724183	0.603392488193	0.393594251378
a31	8.05928110278e-07	0.00100374300939	0.300003270731	0.698992173793
a20	2.69033323598e-07	0.000334677907432	0.13144638671	0.868218647931
a31	9.00675821377e-08	0.00011165231989	0.0444190065183	0.95546924931
</S>	4.50338045764e-08	5.58262348643e-05	0.0222390719817	0.977705074655
