 	non	mi	aspetti	non	vengo	</S>
a33	0.00077553442035	0.0004557910705	0.000526585956	0.251016355	0.481987075	0.265238675
a31	0.000799405828117	0.000457629404167	0.00104735298533	0.442665061667	0.338838894333	0.216191651667
a37	0.000290904398417	0.000157072290302	0.00088813613511	0.575948787222	0.157724720778	0.264990330556
a35	9.69878302077e-05	5.2443969754e-05	0.00032564012837	0.584324379074	0.136292603593	0.278907880185
a31	3.28460159932e-05	1.8137019658e-05	0.000123352286123	0.550129643025	0.224311171198	0.225384840062
a7	1.14615837497e-05	6.688272836e-06	4.85568393743e-05	0.335974679675	0.423634083733	0.240324580021
a18	3.82634330361e-06	2.25806763177e-06	2.26898964248e-05	0.126803937758	0.561912927911	0.31125441334
a24	1.27563432187e-06	7.52941731302e-07	8.07556174095e-06	0.0433634597532	0.39336850597	0.563257974447
a31	4.25218199204e-07	2.50981569034e-07	2.69201826401e-06	0.014455002493	0.14862417399	0.836917494816
a20	1.41744236199e-07	8.36613159734e-08	8.98337734715e-07	0.00482043911827	0.07288600733	0.922292451605
a8	4.72528473604e-08	2.78873791789e-08	3.00461720287e-07	0.00160921723856	0.0492243314433	0.949166083868
a31	1.57509553362e-08	9.29581805136e-09	1.00181224269e-07	0.000536880572323	0.0335557938144	0.965907207956
</S>	7.87547930407e-09	4.64791369239e-09	5.00942688718e-08	0.000268531745366	0.0208271394072	0.978904273978
