 	se	vieni	a	casa	ogni	sabato	</S>
a23	1.2020196385e-05	2.37699790345e-06	0.0857233373	0.198880585	0.2467155605	0.149964988	0.318701157
a31	1.20153521777e-05	7.92935718903e-07	0.03058365829	0.170084903667	0.5529156435	0.1298432709	0.116559772167
a11	4.01462001631e-06	2.64322874711e-07	0.01238846952	0.241420029889	0.6576163345	0.0480792383	0.0404916823223
a21	1.33821101216e-06	8.81081154708e-08	0.00700217627333	0.394732463296	0.551403478167	0.0258305838667	0.0210298952074
a31	4.46082337097e-07	2.94876790008e-08	0.00344824482444	0.288582125765	0.483301356056	0.208593329289	0.0160745057358
a20	1.48706017388e-07	9.9568568096e-09	0.00141807422901	0.139556213255	0.554242968685	0.29017639143	0.0146061882453
a31	4.95715211076e-08	3.48679429587e-09	0.000483023892537	0.083023286085	0.476736259562	0.400961925477	0.0387954297484
a10	1.65266928403e-08	1.32579282462e-09	0.000170900714606	0.0415130643617	0.458198423187	0.433326851826	0.0667907432495
a31	5.50909548947e-09	4.48735110773e-10	5.7533445262e-05	0.0262755733106	0.427287249396	0.298884013942	0.24749561775
a21	1.83655671264e-09	1.51071030909e-10	1.97344970698e-05	0.0111899605269	0.210310214799	0.375791711314	0.40268834925
a11	6.12187438727e-10	5.03939149835e-11	6.57920575062e-06	0.0061003674223	0.143223132266	0.434183323771	0.416486593083
a3	2.04062632027e-10	1.68006971718e-11	2.19314597843e-06	0.0021956385686	0.0567934819387	0.385287371257	0.555721317694
a33	6.802099012e-11	5.60396744743e-12	7.31076733933e-07	0.0007364176877	0.0194313982296	0.235439798419	0.744391672565
</S>	3.4010546521e-11	2.80570393621e-12	3.65579453701e-07	0.00037445546935	0.0100392047148	0.162650316209	0.826935706283
